custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH,Does_cause_lead_to_effect_PASSIVE,Does_effect_lead_to_cause_SWITCH_PASSIVE
request-57-1-0,the water content of plants in hot climates,accumulation of dry biomass,no,no,no,no
request-57-1-1,accumulation of dry biomass,elevated fire risk,yes,no,yes,no
request-57-1-2,elevated fire risk,ignition sources trigger fires,yes,yes,yes,yes
request-57-1-3,ignition sources trigger fires,fires,yes,no,yes,yes
request-57-2-0,the water content of plants in hot climates,heatinduced plant dehydration,no,yes,no,no
request-57-2-1,heatinduced plant dehydration,combustible vegetation increases,yes,yes,yes,no
request-57-2-2,combustible vegetation increases,spread of fires occurs,yes,no,yes,no
request-57-2-3,spread of fires occurs,fires,no,yes,no,yes
request-58-0-0,humans,ignite flammable materials,yes,yes,yes,no
request-58-0-1,ignite flammable materials,sustained combustion,yes,yes,yes,no
request-58-0-2,sustained combustion,fires,no,yes,no,no
request-58-1-0,humans,engage in arson,yes,yes,yes,yes
request-58-1-1,engage in arson,deliberate ignition,yes,yes,yes,yes
request-58-1-2,deliberate ignition,fires,yes,yes,no,no
request-58-2-0,humans,operate electrical appliances improperly,yes,yes,yes,yes
request-58-2-1,operate electrical appliances improperly,electrical malfunction,yes,yes,yes,yes
request-58-2-2,electrical malfunction,fires,yes,yes,yes,yes
request-58-3-0,humans,cook unattended food,yes,yes,yes,no
request-58-3-1,cook unattended food,kitchen accident,yes,yes,yes,yes
request-58-3-2,kitchen accident,fires,yes,yes,yes,yes
request-58-4-0,humans,discard lit cigarettes,yes,yes,yes,yes
request-58-4-1,discard lit cigarettes,accidental ignition,yes,yes,yes,no
request-58-4-2,accidental ignition,fires,yes,yes,yes,no
request-58-5-0,humans,use machinery without maintenance,yes,yes,yes,yes
request-58-5-1,use machinery without maintenance,equipment overheating,yes,no,yes,yes
request-58-5-2,equipment overheating,fires,yes,yes,yes,no
request-58-6-0,humans,store flammable substances improperly,yes,yes,yes,yes
request-58-6-1,store flammable substances improperly,containment failure,yes,yes,yes,yes
request-58-6-2,containment failure,fires,yes,yes,yes,yes
request-58-7-0,humans,burn waste materials,yes,yes,yes,yes
request-58-7-1,burn waste materials,uncontrolled burning,yes,yes,yes,yes
request-58-7-2,uncontrolled burning,fires,yes,yes,yes,no
request-58-8-0,humans,install faulty wiring,yes,yes,yes,no
request-58-8-1,install faulty wiring,electrical short circuit,yes,no,yes,yes
request-58-8-2,electrical short circuit,fires,yes,yes,yes,no
request-58-9-0,humans,handle explosives irresponsibly,yes,yes,yes,yes
request-58-9-1,handle explosives irresponsibly,explosion,yes,no,yes,yes
request-58-9-2,explosion,fires,yes,yes,yes,yes
request-59-0-0,40 degrees,high temperature,yes,yes,no,yes
request-59-0-1,high temperature,increased evaporation,yes,no,yes,no
request-59-0-2,increased evaporation,dry conditions,yes,yes,yes,yes
request-59-0-3,dry conditions,fires,yes,no,yes,no
request-59-1-0,40 degrees,heatwave,yes,yes,no,yes
request-59-1-1,heatwave,drought,yes,yes,no,no
request-59-1-2,drought,dry vegetation,yes,no,yes,no
request-59-1-3,dry vegetation,fires,yes,yes,yes,no
request-59-2-0,40 degrees,prolonged heat,no,yes,no,yes
request-59-2-1,prolonged heat,reduced soil moisture,yes,yes,yes,yes
request-59-2-2,reduced soil moisture,dry foliage,yes,no,yes,no
request-59-2-3,dry foliage,fires,yes,no,yes,yes
request-59-3-0,40 degrees,extreme heat,yes,yes,no,yes
request-59-3-1,extreme heat,ignition of flammable materials,yes,yes,yes,yes
request-59-3-2,ignition of flammable materials,fires,yes,yes,yes,no
request-59-4-0,40 degrees,elevated temperatures,yes,yes,no,yes
request-59-4-1,elevated temperatures,stress on plants,yes,no,yes,no
request-59-4-2,stress on plants,increased flammability,yes,yes,yes,no
request-59-4-3,increased flammability,fires,no,no,yes,no
request-60-0-0,forest fires,combustion of vegetation,no,yes,yes,yes
request-60-0-1,combustion of vegetation,release of ash and minerals into soil,yes,no,yes,no
request-60-0-2,release of ash and minerals into soil,enrichment of soil nutrients,yes,no,yes,no
request-60-0-3,enrichment of soil nutrients,the return of plant nutrients to the soil and subsequent rapid regrowth,yes,yes,yes,yes
request-60-1-0,forest fires,destruction of plant biomass,yes,no,yes,no
request-60-1-1,destruction of plant biomass,decomposition of charred matter,no,yes,no,yes
request-60-1-2,decomposition of charred matter,release of nutrients by decomposition,no,no,no,no
request-60-1-3,release of nutrients by decomposition,the return of plant nutrients to the soil and subsequent rapid regrowth,yes,yes,yes,yes
request-60-2-0,forest fires,heat generated from fire,yes,yes,yes,no
request-60-2-1,heat generated from fire,conversion of organic material into inorganic nutrients,yes,yes,no,no
request-60-2-2,conversion of organic material into inorganic nutrients,nutrient deposition onto soil,yes,yes,no,no
request-60-2-3,nutrient deposition onto soil,the return of plant nutrients to the soil and subsequent rapid regrowth,yes,yes,yes,yes
request-61-0-0,plant nutrients returning to the soil,soil fertility increases,yes,yes,yes,no
request-61-0-1,soil fertility increases,enhanced root growth,yes,yes,yes,yes
request-61-0-2,enhanced root growth,improved nutrient uptake,yes,no,yes,yes
request-61-0-3,improved nutrient uptake,the relatively fast regrowth of plants,yes,no,yes,yes
request-61-1-0,plant nutrients returning to the soil,microbial activity in the soil increases,yes,yes,yes,yes
request-61-1-1,microbial activity in the soil increases,decomposition of organic matter accelerates,yes,yes,yes,yes
request-61-1-2,decomposition of organic matter accelerates,availability of nutrients for plants,yes,yes,yes,yes
request-61-1-3,availability of nutrients for plants,the relatively fast regrowth of plants,yes,yes,yes,no
request-61-2-0,plant nutrients returning to the soil,soil structure improves,yes,yes,yes,yes
request-61-2-1,soil structure improves,better water retention,yes,no,yes,no
request-61-2-2,better water retention,optimal growing conditions,no,yes,yes,yes
request-61-2-3,optimal growing conditions,the relatively fast regrowth of plants,yes,no,yes,no
request-61-3-0,plant nutrients returning to the soil,increased soil ph balance,no,no,no,no
request-61-3-1,increased soil ph balance,enhanced nutrient availability,yes,no,no,no
request-61-3-2,enhanced nutrient availability,stimulated photosynthesis,yes,yes,yes,no
request-61-3-3,stimulated photosynthesis,the relatively fast regrowth of plants,yes,no,yes,no
request-62-0-0,human discards cigarette,discarded cigarette remains unattended,yes,no,yes,yes
request-62-0-1,discarded cigarette remains unattended,cigarette ignites vegetation,yes,yes,yes,yes
request-62-0-2,cigarette ignites vegetation,fire spreads,yes,yes,yes,yes
request-62-0-3,fire spreads,wildfires in europe,yes,yes,no,yes
request-62-1-0,human uses barbecue carelessly,carelessly used barbecue ignites surroundings,yes,no,yes,yes
request-62-1-1,carelessly used barbecue ignites surroundings,fire spreads,yes,yes,yes,yes
request-62-1-2,fire spreads,wildfires in europe,yes,yes,no,yes
request-62-2-0,human uses campfire carelessly,carelessly used campfire ignites surroundings,yes,yes,yes,yes
request-62-2-1,carelessly used campfire ignites surroundings,fire spreads,yes,yes,yes,yes
request-62-2-2,fire spreads,wildfires in europe,yes,yes,no,yes
request-62-3-0,human discards glass,discarded glass focuses sunlight,yes,no,yes,yes
request-62-3-1,discarded glass focuses sunlight,focused sunlight ignites material,yes,yes,yes,yes
request-62-3-2,focused sunlight ignites material,material ignites,yes,yes,yes,yes
request-62-3-3,material ignites,fire spreads,yes,yes,yes,yes
request-62-3-4,fire spreads,wildfires in europe,yes,yes,no,yes
request-63-0-0,global warming,increased average temperatures,yes,no,yes,no
request-63-0-1,increased average temperatures,prolonged droughts,yes,yes,yes,no
request-63-0-2,prolonged droughts,dry vegetation,yes,yes,yes,no
request-63-0-3,dry vegetation,higher wildfire risk,yes,no,yes,no
request-63-0-4,higher wildfire risk,fires,no,yes,no,no
request-63-1-0,global warming,heatwaves,yes,no,yes,no
request-63-1-1,heatwaves,reduced soil moisture,yes,yes,yes,no
request-63-1-2,reduced soil moisture,parched forests,yes,no,yes,no
request-63-1-3,parched forests,easier ignition of fires,yes,no,yes,no
request-63-1-4,easier ignition of fires,fires,yes,yes,yes,no
request-63-2-0,global warming,altered precipitation patterns,yes,no,yes,no
request-63-2-1,altered precipitation patterns,extended dry seasons,yes,yes,yes,no
request-63-2-2,extended dry seasons,accumulation of dry biomass,yes,no,yes,no
request-63-2-3,accumulation of dry biomass,increased likelihood of fires,yes,no,yes,no
request-63-2-4,increased likelihood of fires,fires,no,yes,no,no
request-63-3-0,global warming,melting glaciers,yes,no,yes,no
request-63-3-1,melting glaciers,rising temperatures,yes,yes,no,yes
request-63-3-2,rising temperatures,enhanced evaporation rates,yes,yes,yes,no
request-63-3-3,enhanced evaporation rates,drier landscapes,yes,no,yes,no
request-63-3-4,drier landscapes,fires,yes,yes,yes,no
request-64-0-0,40 degrees,drought,no,no,no,no
request-64-0-1,drought,dry vegetation,yes,no,yes,no
request-64-0-2,dry vegetation,ignition sources,no,no,no,"""no"""
request-64-0-3,ignition sources,fires,yes,no,yes,no
request-64-1-0,40 degrees,heatwaves,no,yes,no,yes
request-64-1-1,heatwaves,power grid failures,yes,no,yes,no
request-64-1-2,power grid failures,arson,no,yes,no,no
request-64-1-3,arson,fires,yes,no,yes,no
request-64-2-0,40 degrees,prolonged heat,no,yes,yes,yes
request-64-2-1,prolonged heat,reduced humidity,yes,no,yes,no
request-64-2-2,reduced humidity,spontaneous ignition,no,no,no,no
request-64-2-3,spontaneous ignition,fires,yes,no,yes,no
request-64-3-0,40 degrees,high temperature,yes,no,yes,yes
request-64-3-1,high temperature,increased human outdoor activity,no,no,yes,no
request-64-3-2,increased human outdoor activity,accidental fires,yes,no,yes,no
request-64-3-3,accidental fires,fires,yes,no,yes,no
request-64-4-0,40 degrees,intense sunlight,no,yes,no,yes
request-64-4-1,intense sunlight,overheating of materials,yes,no,yes,no
request-64-4-2,overheating of materials,combustion,yes,yes,yes,yes
request-64-4-3,combustion,fires,yes,no,yes,no
request-65-0-0,fungiculture and permaculture,enhanced soil fertility,yes,no,yes,no
request-65-0-1,enhanced soil fertility,increased plant growth,yes,yes,yes,yes
request-65-0-2,increased plant growth,improved biodiversity,yes,yes,yes,yes
request-65-0-3,improved biodiversity,ecosystem remediation,yes,yes,no,yes
request-65-1-0,fungiculture and permaculture,decomposition of organic matter,yes,no,yes,no
request-65-1-1,decomposition of organic matter,nutrient cycling,yes,no,yes,no
request-65-1-2,nutrient cycling,restoration of soil structure,yes,yes,no,no
request-65-1-3,restoration of soil structure,ecosystem remediation,yes,yes,yes,yes
request-65-2-0,fungiculture and permaculture,mycorrhizal associations,yes,no,no,no
request-65-2-1,mycorrhizal associations,enhanced plant health,yes,no,yes,no
request-65-2-2,enhanced plant health,increased resilience to pests,yes,yes,yes,yes
request-65-2-3,increased resilience to pests,ecosystem remediation,yes,yes,no,yes
request-65-3-0,fungiculture and permaculture,sustainable agricultural practices,yes,no,no,no
request-65-3-1,sustainable agricultural practices,reduced pollution runoff,yes,no,yes,no
request-65-3-2,reduced pollution runoff,cleaner waterways,yes,no,yes,no
request-65-3-3,cleaner waterways,ecosystem remediation,yes,yes,no,yes
request-65-4-0,fungiculture and permaculture,carbon sequestration,yes,no,yes,no
request-65-4-1,carbon sequestration,climate regulation,yes,yes,no,no
request-65-4-2,climate regulation,habitat restoration,no,yes,no,no
request-65-4-3,habitat restoration,ecosystem remediation,yes,yes,no,no
request-66-0-0,drought,crop failure,yes,no,yes,no
request-66-0-1,crop failure,food shortage,yes,no,yes,no
request-66-0-2,food shortage,malnutrition,yes,no,yes,no
request-66-0-3,malnutrition,social unrest,yes,yes,yes,yes
request-66-0-4,social unrest,conflict escalation,yes,yes,yes,yes
request-66-0-5,conflict escalation,war,yes,yes,yes,yes
request-66-0-6,war,millions of deaths,yes,no,yes,no
request-66-1-0,hunger,famine,no,yes,no,yes
request-66-1-1,famine,economic decline,yes,yes,yes,yes
request-66-1-2,economic decline,political instability,yes,yes,yes,yes
request-66-1-3,political instability,civil war,yes,yes,yes,yes
request-66-1-4,civil war,millions of deaths,yes,no,yes,no
request-66-2-0,thirst,water scarcity,no,yes,no,no
request-66-2-1,water scarcity,resource competition,yes,yes,yes,yes
request-66-2-2,resource competition,territorial disputes,yes,yes,yes,no
request-66-2-3,territorial disputes,war,yes,yes,yes,no
request-66-2-4,war,millions of deaths,yes,no,yes,no
request-67-0-0,fuel extraction,fuel transportation,yes,no,yes,no
request-67-0-1,fuel transportation,fuel combustion,no,no,no,no
request-67-0-2,fuel combustion,emissions,yes,no,yes,no
request-67-1-0,fuel refining,fuel distribution,yes,no,no,no
request-67-1-1,fuel distribution,fuel consumption,no,no,no,no
request-67-1-2,fuel consumption,greenhouse gas emissions,yes,no,yes,no
request-67-2-0,fuel processing,energy generation,no,no,no,yes
request-67-2-1,energy generation,power plant operation,no,yes,no,yes
request-67-2-2,power plant operation,pollutant emissions,yes,no,yes,yes
request-67-3-0,fuel storage,fuel leakage,no,no,yes,no
request-67-3-1,fuel leakage,atmospheric emissions,yes,no,yes,no
request-67-4-0,fuel sale,vehicle operation,yes,no,no,yes
request-67-4-1,vehicle operation,exhaust emissions,yes,no,yes,no
request-68-0-0,canada,extraction of natural resources,yes,no,yes,yes
request-68-0-1,extraction of natural resources,production of fossil fuels,no,yes,no,yes
request-68-0-2,production of fossil fuels,export of fossil fuels,no,yes,yes,yes
request-68-0-3,export of fossil fuels,combustion of fossil fuels,no,no,no,no
request-68-0-4,combustion of fossil fuels,greenhouse gas emissions,yes,no,yes,no
request-68-0-5,greenhouse gas emissions,1% of global emissions,no,no,no,no
request-68-1-0,canada,industrial manufacturing,no,no,no,no
request-68-1-1,industrial manufacturing,energy consumption,yes,no,yes,no
request-68-1-2,energy consumption,use of carbonintensive energy sources,yes,yes,yes,no
request-68-1-3,use of carbonintensive energy sources,emissions production,yes,no,yes,no
request-68-1-4,emissions production,1% of global emissions,no,no,no,no
request-68-2-0,canada,transportation infrastructure,yes,no,yes,no
request-68-2-1,transportation infrastructure,vehicle usage,yes,no,yes,yes
request-68-2-2,vehicle usage,combustion of gasoline and diesel,yes,yes,yes,yes
request-68-2-3,combustion of gasoline and diesel,carbon dioxide emissions,yes,no,yes,no
request-68-2-4,carbon dioxide emissions,1% of global emissions,no,yes,no,no
request-68-3-0,canada,agricultural practices,no,no,no,no
request-68-3-1,agricultural practices,livestock farming,no,no,no,no
request-68-3-2,livestock farming,methane emissions,yes,no,yes,no
request-68-3-3,methane emissions,1% of global emissions,no,no,no,no
request-68-4-0,canada,residential heating,no,no,no,no
request-68-4-1,residential heating,use of fossil fuels for heating,no,yes,yes,yes
request-68-4-2,use of fossil fuels for heating,carbon emissions,yes,no,yes,no
request-68-4-3,carbon emissions,1% of global emissions,no,no,no,no
request-69-0-0,fossil fuels combustion,air pollution,yes,no,yes,no
request-69-0-1,air pollution,respiratory diseases,yes,no,yes,no
request-69-0-2,respiratory diseases,premature deaths,yes,no,yes,yes
request-69-1-0,fossil fuels extraction,habitat destruction,yes,no,yes,no
request-69-1-1,habitat destruction,loss of biodiversity,yes,no,yes,no
request-69-1-2,loss of biodiversity,ecosystem imbalance,yes,yes,yes,yes
request-69-1-3,ecosystem imbalance,reduced natural resources,yes,yes,yes,yes
request-69-1-4,reduced natural resources,human mortality,yes,no,no,no
request-69-2-0,fossil fuels usage,greenhouse gas emissions,yes,no,yes,no
request-69-2-1,greenhouse gas emissions,global warming,yes,no,yes,no
request-69-2-2,global warming,extreme weather events,yes,no,yes,no
request-69-2-3,extreme weather events,natural disasters,yes,no,no,no
request-69-2-4,natural disasters,fatalities,yes,no,yes,no
request-69-3-0,fossil fuels transportation,vehicular emissions,yes,no,yes,no
request-69-3-1,vehicular emissions,cardiovascular diseases,yes,no,yes,no
request-69-3-2,cardiovascular diseases,increased mortality rates,yes,no,yes,no
request-69-4-0,fossil fuels burning,particulate matter release,yes,yes,yes,no
request-69-4-1,particulate matter release,chronic obstructive pulmonary disease,yes,no,yes,no
request-69-4-2,chronic obstructive pulmonary disease,death,"i'm not a doctor, but yes, chronic obstructive pulmonary disease (copd) can lead to death please consult a healthcare professional for more information",no,yes,no
request-69-5-0,fossil fuels production,industrial pollution,yes,no,yes,no
request-69-5-1,industrial pollution,contaminated water sources,yes,no,yes,no
request-69-5-2,contaminated water sources,waterborne diseases,yes,no,yes,no
request-69-5-3,waterborne diseases,deaths,yes,no,yes,yes
request-69-6-0,fossil fuels dependence,economic instability,yes,no,yes,no
request-69-6-1,economic instability,inadequate healthcare access,yes,yes,yes,yes
request-69-6-2,inadequate healthcare access,higher mortality,yes,no,yes,no
request-69-7-0,fossil fuels consumption,ozone layer depletion,no,no,no,no
request-69-7-1,ozone layer depletion,increased uv radiation,yes,no,yes,no
request-69-7-2,increased uv radiation,skin cancers,yes,no,yes,yes
request-69-7-3,skin cancers,fatalities,yes,no,yes,yes
request-70-0-0,loss of land in farms with turbines,reduced agricultural area,yes,yes,yes,yes
request-70-0-1,reduced agricultural area,decreased crop yields,yes,no,yes,no
request-70-0-2,decreased crop yields,loss of production,yes,yes,yes,no
request-70-1-0,loss of land in farms with turbines,displacement of farming activities,yes,yes,yes,yes
request-70-1-1,displacement of farming activities,disrupted farming operations,yes,yes,yes,yes
request-70-1-2,disrupted farming operations,loss of production,yes,yes,yes,no
request-70-2-0,loss of land in farms with turbines,soil degradation,no,no,no,no
request-70-2-1,soil degradation,reduced productivity,yes,no,yes,no
request-70-2-2,reduced productivity,loss of production,yes,yes,yes,yes
request-70-3-0,loss of land in farms with turbines,financial losses,yes,yes,yes,no
request-70-3-1,financial losses,reduced investment in production,yes,yes,yes,yes
request-70-3-2,reduced investment in production,loss of production,yes,yes,yes,yes
request-70-4-0,loss of land in farms with turbines,disrupted supply chains,yes,no,no,no
request-70-4-1,disrupted supply chains,delayed production,yes,yes,yes,yes
request-70-4-2,delayed production,loss of production,yes,yes,yes,yes
request-70-5-0,loss of land in farms with turbines,reduced labor availability,yes,no,no,no
request-70-5-1,reduced labor availability,decreased operational efficiency,yes,no,yes,no
request-70-5-2,decreased operational efficiency,loss of production,yes,yes,yes,no
request-71-0-0,humans,burning fossil fuels,yes,no,yes,yes
request-71-0-1,burning fossil fuels,release of greenhouse gases,yes,no,yes,no
request-71-0-2,release of greenhouse gases,global warming,yes,yes,yes,no
request-71-0-3,global warming,climate change,yes,no,yes,no
request-71-1-0,humans,deforestation,yes,no,yes,yes
request-71-1-1,deforestation,reduction in carbon sinks,yes,no,yes,no
request-71-1-2,reduction in carbon sinks,increased atmospheric co₂,yes,no,yes,yes
request-71-1-3,increased atmospheric co₂,climate change,yes,no,yes,no
request-71-2-0,humans,industrial activities,yes,no,yes,no
request-71-2-1,industrial activities,emission of pollutants,yes,no,yes,yes
request-71-2-2,emission of pollutants,atmospheric changes,yes,yes,yes,no
request-71-2-3,atmospheric changes,climate change,yes,yes,yes,yes
request-71-3-0,humans,agricultural practices,yes,no,yes,no
request-71-3-1,agricultural practices,methane emissions,yes,no,yes,no
request-71-3-2,methane emissions,greenhouse effect intensification,yes,yes,yes,no
request-71-3-3,greenhouse effect intensification,climate change,yes,yes,yes,no
request-71-4-0,humans,transportation emissions,yes,no,yes,yes
request-71-4-1,transportation emissions,increased co₂ levels,yes,no,yes,no
request-71-4-2,increased co₂ levels,radiative forcing,yes,no,yes,no
request-71-4-3,radiative forcing,climate change,yes,no,yes,no
request-71-5-0,humans,waste production,yes,no,yes,no
request-71-5-1,waste production,methane emissions from landfills,yes,no,yes,no
request-71-5-2,methane emissions from landfills,greenhouse gas accumulation,yes,no,yes,no
request-71-5-3,greenhouse gas accumulation,climate change,yes,no,yes,no
request-71-6-0,humans,urbanization,yes,no,yes,no
request-71-6-1,urbanization,heat island effect,yes,no,yes,no
request-71-6-2,heat island effect,local temperature increases,yes,no,yes,no
request-71-6-3,local temperature increases,climate change,no,yes,no,yes
request-71-7-0,humans,energy consumption patterns,yes,no,yes,no
request-71-7-1,energy consumption patterns,fossil fuel dependence,yes,yes,yes,yes
request-71-7-2,fossil fuel dependence,carbon emissions,yes,no,yes,no
request-71-7-3,carbon emissions,climate change,yes,no,yes,no
request-72-0-0,co2 dumping,increased atmospheric co2 concentration,yes,no,yes,no
request-72-0-1,increased atmospheric co2 concentration,enhanced greenhouse effect,yes,no,yes,no
request-72-0-2,enhanced greenhouse effect,global warmth,yes,no,yes,no
request-72-1-0,co2 dumping,accumulation of carbon dioxide,yes,no,yes,no
request-72-1-1,accumulation of carbon dioxide,increased radiative forcing,yes,no,yes,no
request-72-1-2,increased radiative forcing,atmospheric warming,yes,yes,yes,no
request-72-1-3,atmospheric warming,warmth,yes,yes,yes,no
request-72-2-0,co2 dumping,elevated greenhouse gas levels,yes,no,yes,no
request-72-2-1,elevated greenhouse gas levels,greater heat retention,yes,no,yes,no
request-72-2-2,greater heat retention,surface temperature rise,yes,yes,yes,no
request-72-2-3,surface temperature rise,warmth,yes,yes,no,yes
request-72-3-0,co2 dumping,higher carbon dioxide emissions,yes,yes,yes,yes
request-72-3-1,higher carbon dioxide emissions,enhanced infrared radiation trapping,yes,no,yes,no
request-72-3-2,enhanced infrared radiation trapping,energy imbalance,yes,no,yes,no
request-72-3-3,energy imbalance,global temperature increase,yes,no,yes,no
request-72-3-4,global temperature increase,warmth,yes,no,yes,no
request-73-0-0,higher concentrations of co2,enhanced photosynthesis,yes,no,yes,no
request-73-0-1,enhanced photosynthesis,increased plant biomass,yes,no,yes,no
request-73-0-2,increased plant biomass,expanded vegetation cover,yes,yes,no,yes
request-73-0-3,expanded vegetation cover,surface greening as a convective refrigerant,yes,no,yes,no
request-73-1-0,higher concentrations of co2,co2 fertilization effect,yes,no,yes,no
request-73-1-1,co2 fertilization effect,improved plant growth rates,yes,no,yes,yes
request-73-1-2,improved plant growth rates,increased leafy area,yes,yes,yes,yes
request-73-1-3,increased leafy area,surface greening as a convective refrigerant,yes,yes,yes,yes
request-73-2-0,higher concentrations of co2,elevated atmospheric co2 levels,yes,yes,yes,yes
request-73-2-1,elevated atmospheric co2 levels,stimulation of plant growth,yes,no,yes,no
request-73-2-2,stimulation of plant growth,greater vegetation density,yes,no,yes,no
request-73-2-3,greater vegetation density,surface greening as a convective refrigerant,yes,yes,yes,no
request-74-0-0,humans,burning fossil fuels,yes,no,yes,yes
request-74-0-1,burning fossil fuels,increase in greenhouse gas emissions,yes,no,yes,no
request-74-0-2,increase in greenhouse gas emissions,global warming,yes,yes,yes,no
request-74-0-3,global warming,climate change,yes,no,no,no
request-74-1-0,humans,deforestation,yes,no,yes,yes
request-74-1-1,deforestation,reduction in carbon sinks,yes,no,yes,no
request-74-1-2,reduction in carbon sinks,increased atmospheric co₂,yes,yes,no,yes
request-74-1-3,increased atmospheric co₂,climate change,yes,yes,yes,no
request-74-2-0,humans,industrial activities,yes,no,yes,no
request-74-2-1,industrial activities,air pollution,yes,no,yes,yes
request-74-2-2,air pollution,altered atmospheric composition,yes,yes,yes,yes
request-74-2-3,altered atmospheric composition,climate change,yes,yes,yes,no
request-74-3-0,humans,agricultural practices,yes,no,yes,no
request-74-3-1,agricultural practices,methane emissions,yes,no,yes,no
request-74-3-2,methane emissions,enhanced greenhouse effect,yes,yes,yes,no
request-74-3-3,enhanced greenhouse effect,climate change,yes,no,yes,no
request-74-4-0,humans,urbanization,yes,no,yes,no
request-74-4-1,urbanization,increased energy consumption,yes,no,yes,no
request-74-4-2,increased energy consumption,greater greenhouse gas emissions,yes,no,yes,no
request-74-4-3,greater greenhouse gas emissions,climate change,yes,yes,yes,no
request-74-5-0,humans,transportation emissions,yes,yes,yes,yes
request-74-5-1,transportation emissions,higher co₂ levels,yes,no,yes,no
request-74-5-2,higher co₂ levels,climate change,yes,no,yes,no
request-74-6-0,humans,waste management practices,yes,yes,yes,no
request-74-6-1,waste management practices,release of methane from landfills,yes,yes,yes,no
request-74-6-2,release of methane from landfills,climate change,yes,yes,yes,no
request-74-7-0,humans,energy production from nonrenewable sources,yes,no,yes,no
request-74-7-1,energy production from nonrenewable sources,emission of pollutants,yes,no,yes,yes
request-74-7-2,emission of pollutants,climate change,yes,no,yes,no
request-74-8-0,humans,use of cfcs,yes,no,yes,yes
request-74-8-1,use of cfcs,ozone depletion,yes,no,yes,no
request-74-8-2,ozone depletion,altered climate systems,yes,no,no,no
request-74-8-3,altered climate systems,climate change,no,yes,yes,yes
request-74-9-0,humans,industrial agriculture,yes,no,yes,no
request-74-9-1,industrial agriculture,nitrous oxide emissions,yes,no,yes,no
request-74-9-2,nitrous oxide emissions,enhanced greenhouse effect,yes,no,yes,no
request-74-9-3,enhanced greenhouse effect,climate change,yes,no,yes,no
request-75-0-0,humans' greenhouse gas contributions,increased atmospheric greenhouse gas concentrations,yes,no,yes,yes
request-75-0-1,increased atmospheric greenhouse gas concentrations,intensified the greenhouse effect,yes,no,yes,yes
request-75-0-2,intensified the greenhouse effect,increased heat retention on earth,yes,no,yes,no
request-75-1-0,humans' greenhouse gas contributions,emission of carbon dioxide,yes,yes,yes,yes
request-75-1-1,emission of carbon dioxide,accumulation of co₂ in the atmosphere,yes,no,yes,no
request-75-1-2,accumulation of co₂ in the atmosphere,enhanced infrared radiation absorption,yes,no,yes,no
request-75-1-3,enhanced infrared radiation absorption,increased heat retention on earth,yes,no,yes,no
request-75-2-0,humans' greenhouse gas contributions,burning fossil fuels,no,yes,no,yes
request-75-2-1,burning fossil fuels,release of methane and nitrous oxide,yes,no,yes,yes
request-75-2-2,release of methane and nitrous oxide,greater greenhouse gas radiative forcing,yes,yes,yes,no
request-75-2-3,greater greenhouse gas radiative forcing,increased heat retention on earth,yes,no,yes,no
request-75-3-0,humans' greenhouse gas contributions,deforestation and land use changes,no,yes,yes,yes
request-75-3-1,deforestation and land use changes,reduced carbon sequestration,yes,no,yes,no
request-75-3-2,reduced carbon sequestration,higher atmospheric greenhouse gas levels,yes,yes,yes,no
request-75-3-3,higher atmospheric greenhouse gas levels,increased heat retention on earth,yes,no,yes,no
request-76-0-0,individual carbon footprint reduction,decreased energy consumption,yes,yes,yes,yes
request-76-0-1,decreased energy consumption,lowered greenhouse gas emissions,yes,no,yes,no
request-76-0-2,lowered greenhouse gas emissions,mitigation of global warming,yes,yes,yes,yes
request-76-0-3,mitigation of global warming,help for climate change,yes,yes,yes,yes
request-76-1-0,individual carbon footprint reduction,adoption of renewable energy sources,yes,yes,no,yes
request-76-1-1,adoption of renewable energy sources,reduced reliance on fossil fuels,yes,no,yes,yes
request-76-1-2,reduced reliance on fossil fuels,decreased carbon emissions,yes,no,yes,no
request-76-1-3,decreased carbon emissions,help for climate change,yes,yes,yes,yes
request-76-2-0,individual carbon footprint reduction,enhanced energy efficiency,yes,yes,yes,yes
request-76-2-1,enhanced energy efficiency,reduced resource depletion,yes,yes,yes,no
request-76-2-2,reduced resource depletion,preservation of natural ecosystems,yes,yes,yes,yes
request-76-2-3,preservation of natural ecosystems,help for climate change,yes,yes,yes,yes
request-76-3-0,individual carbon footprint reduction,minimized waste generation,no,yes,yes,yes
request-76-3-1,minimized waste generation,lowered methane emissions,yes,no,yes,no
request-76-3-2,lowered methane emissions,improved air quality,yes,no,yes,no
request-76-3-3,improved air quality,help for climate change,yes,yes,yes,yes
request-76-4-0,individual carbon footprint reduction,increased use of public transportation,yes,yes,yes,yes
request-76-4-1,increased use of public transportation,reduced transportation emissions,yes,no,yes,no
request-76-4-2,reduced transportation emissions,decreased contribution to urban heat islands,yes,no,no,no
request-76-4-3,decreased contribution to urban heat islands,help for climate change,yes,yes,yes,yes
request-77-0-0,china's international trade,increased manufacturing output,yes,yes,yes,yes
request-77-0-1,increased manufacturing output,greater energy use,yes,no,yes,yes
request-77-0-2,greater energy use,higher greenhouse gas emissions,yes,no,yes,no
request-77-0-3,higher greenhouse gas emissions,13% of total emissions,"i'm sorry, but i can't provide a yes or no answer to that question",yes,no,no
request-77-1-0,china's international trade,expansion of industrial sectors,yes,yes,yes,yes
