cause,effect,custom_id
diminished microbial activity,nutrient depletion,request-144-3-1
nutrient depletion,reduced plant biomass,request-144-3-2
reduced plant biomass,increased greenhouse gas emissions,request-144-3-3
increased greenhouse gas emissions,higher temperatures,request-144-3-4
death of soil,decreased organic matter,request-144-4-0
decreased organic matter,reduced carbon sequestration,request-144-4-1
reduced carbon sequestration,elevated atmospheric greenhouse gases,request-144-4-2
elevated atmospheric greenhouse gases,temperature rise,request-144-4-3
death of soil,loss of soil structure,request-145-0-0
loss of soil structure,increased surface runoff,request-145-0-1
increased surface runoff,river overflow,request-145-0-2
river overflow,flooding,request-145-0-3
death of soil,reduced water infiltration,request-145-1-0
reduced water infiltration,higher surface water levels,request-145-1-1
higher surface water levels,overwhelmed drainage systems,request-145-1-2
overwhelmed drainage systems,flooding,request-145-1-3
death of soil,enhanced erosion rates,request-145-2-0
enhanced erosion rates,sediment buildup in waterways,request-145-2-1
sediment buildup in waterways,restricted water flow,request-145-2-2
restricted water flow,flooding,request-145-2-3
death of soil,decreased vegetation cover,request-145-3-0
decreased vegetation cover,increased susceptibility to heavy rains,request-145-3-1
increased susceptibility to heavy rains,surface water accumulation,request-145-3-2
surface water accumulation,flooding,request-145-3-3
death of soil,decreased water retention,request-146-0-0
decreased water retention,increased surface runoff,request-146-0-1
increased surface runoff,soil erosion,request-146-0-2
soil erosion,reduced vegetation,request-146-0-3
reduced vegetation,decreased transpiration,request-146-0-4
decreased transpiration,altered climate patterns,request-146-0-5
altered climate patterns,droughts,request-146-0-6
death of soil,nutrient depletion,request-146-1-0
nutrient depletion,reduced plant growth,request-146-1-1
reduced plant growth,lower transpiration rates,request-146-1-2
lower transpiration rates,altered atmospheric moisture,request-146-1-3
altered atmospheric moisture,droughts,request-146-1-4
death of soil,soil compaction,request-146-2-0
soil compaction,reduced infiltration,request-146-2-1
reduced infiltration,lower groundwater recharge,request-146-2-2
lower groundwater recharge,decreased water availability,request-146-2-3
decreased water availability,droughts,request-146-2-4
death of soil,increased soil salinity,request-146-3-0
increased soil salinity,reduced plant growth,request-146-3-1
reduced plant growth,less moisture recycling,request-146-3-2
less moisture recycling,altered precipitation,request-146-3-3
altered precipitation,droughts,request-146-3-4
death of soil,loss of soil structure,request-146-4-0
loss of soil structure,increased erosion,request-146-4-1
increased erosion,reduced land fertility,request-146-4-2
reduced land fertility,vegetation decline,request-146-4-3
vegetation decline,reduced evapotranspiration,request-146-4-4
reduced evapotranspiration,droughts,request-146-4-5
death of soil,increased surface sealing,request-146-5-0
increased surface sealing,lower water infiltration,request-146-5-1
lower water infiltration,higher surface runoff,request-146-5-2
higher surface runoff,soil degradation,request-146-5-3
soil degradation,reduced water storage capacity,request-146-5-4
reduced water storage capacity,droughts,request-146-5-5
death of soil,increased soil temperature,request-146-6-0
increased soil temperature,enhanced evaporation rates,request-146-6-1
enhanced evaporation rates,reduced soil moisture,request-146-6-2
reduced soil moisture,droughts,request-146-6-3
death of soil,reduced water retention,request-147-0-0
reduced water retention,lower groundwater recharge,request-147-0-1
lower groundwater recharge,water scarcity,request-147-0-2
water scarcity,water crises,request-147-0-3
death of soil,increased erosion,request-147-1-0
increased erosion,sedimentation of rivers,request-147-1-1
sedimentation of rivers,reduced water quality,request-147-1-2
reduced water quality,water crises,request-147-1-3
death of soil,loss of vegetation cover,request-147-2-0
loss of vegetation cover,higher surface runoff,request-147-2-1
higher surface runoff,increased flooding,request-147-2-2
increased flooding,water crises,request-147-2-3
death of soil,compacted soil structure,request-147-3-0
compacted soil structure,decreased infiltration rates,request-147-3-1
decreased infiltration rates,drier landscapes,request-147-3-2
drier landscapes,water shortages,request-147-3-3
water shortages,water crises,request-147-3-4
death of soil,disrupted nutrient cycling,request-147-4-0
disrupted nutrient cycling,poor crop yields,request-147-4-1
poor crop yields,increased irrigation demand,request-147-4-2
increased irrigation demand,strain on water resources,request-147-4-3
strain on water resources,water crises,request-147-4-4
death of soil,increased surface runoff,request-147-5-0
increased surface runoff,reduced natural water reservoirs,request-147-5-1
reduced natural water reservoirs,lower available water supply,request-147-5-2
lower available water supply,water crises,request-147-5-3
death of soil,reduced crop yields,request-148-0-0
reduced crop yields,decreased food production,request-148-0-1
decreased food production,food crises,request-148-0-2
death of soil,soil erosion,request-148-1-0
soil erosion,loss of arable land,request-148-1-1
loss of arable land,reduced agricultural output,request-148-1-2
reduced agricultural output,food crises,request-148-1-3
death of soil,loss of soil fertility,request-148-2-0
loss of soil fertility,increased dependency on fertilizers,request-148-2-1
increased dependency on fertilizers,higher production costs,request-148-2-2
higher production costs,reduced food accessibility,request-148-2-3
reduced food accessibility,food crises,request-148-2-4
death of soil,impaired water retention,request-148-3-0
impaired water retention,increased drought susceptibility,request-148-3-1
increased drought susceptibility,crop failures,request-148-3-2
crop failures,food crises,request-148-3-3
death of soil,reduced biodiversity,request-148-4-0
reduced biodiversity,pest and disease outbreaks,request-148-4-1
pest and disease outbreaks,crop destruction,request-148-4-2
crop destruction,food crises,request-148-4-3
sustainable lifestyles,reduced energy consumption,request-149-0-0
reduced energy consumption,decreased greenhouse gas emissions,request-149-0-1
decreased greenhouse gas emissions,mitigated burden of climate change,request-149-0-2
sustainable lifestyles,increased use of renewable resources,request-149-1-0
increased use of renewable resources,lowered reliance on fossil fuels,request-149-1-1
lowered reliance on fossil fuels,lessened burden of climate change,request-149-1-2
sustainable lifestyles,promoted recycling and waste reduction,request-149-2-0
promoted recycling and waste reduction,minimized landfill emissions,request-149-2-1
minimized landfill emissions,alleviated burden of climate change,request-149-2-2
sustainable lifestyles,encouraged sustainable transportation,request-149-3-0
encouraged sustainable transportation,reduced carbon footprint,request-149-3-1
reduced carbon footprint,diminished burden of climate change,request-149-3-2
sustainable lifestyles,supported sustainable agriculture,request-149-4-0
supported sustainable agriculture,enhanced carbon sequestration,request-149-4-1
enhanced carbon sequestration,lowered burden of climate change,request-149-4-2
melting of glaciers,reduced albedo effect,request-150-0-0
reduced albedo effect,increased solar absorption,request-150-0-1
increased solar absorption,local temperature increase,request-150-0-2
local temperature increase,abrupt temperature spikes,request-150-0-3
melting of glaciers,increased freshwater input into oceans,request-150-1-0
increased freshwater input into oceans,disruption of thermohaline circulation,request-150-1-1
disruption of thermohaline circulation,altered heat distribution,request-150-1-2
altered heat distribution,abrupt temperature spikes,request-150-1-3
melting of glaciers,release of trapped greenhouse gases,request-150-2-0
release of trapped greenhouse gases,enhanced greenhouse effect,request-150-2-1
enhanced greenhouse effect,rapid atmospheric warming,request-150-2-2
rapid atmospheric warming,abrupt temperature spikes,request-150-2-3
melting of glaciers,change in land surface characteristics,request-150-3-0
change in land surface characteristics,altered atmospheric circulation,request-150-3-1
altered atmospheric circulation,weather pattern instability,request-150-3-2
weather pattern instability,abrupt temperature spikes,request-150-3-3
melting of glaciers,increase in river discharge,request-150-4-0
increase in river discharge,changes in local humidity,request-150-4-1
changes in local humidity,increased likelihood of heatwaves,request-150-4-2
increased likelihood of heatwaves,abrupt temperature spikes,request-150-4-3
cows,methane emissions,request-151-0-0
methane emissions,increased greenhouse gases,request-151-0-1
increased greenhouse gases,enhanced greenhouse effect,request-151-0-2
enhanced greenhouse effect,global warming,request-151-0-3
global warming,climate change,request-151-0-4
cows,land use for grazing,request-151-1-0
land use for grazing,deforestation,request-151-1-1
deforestation,reduced carbon storage,request-151-1-2
reduced carbon storage,increased atmospheric co₂,request-151-1-3
increased atmospheric co₂,climate change,request-151-1-4
cows,feed production,request-151-2-0
feed production,intensive agriculture,request-151-2-1
intensive agriculture,nitrous oxide emissions,request-151-2-2
nitrous oxide emissions,greenhouse gas pollution,request-151-2-3
greenhouse gas pollution,climate change,request-151-2-4
cows,manure management,request-151-3-0
manure management,methane and nitrous oxide release,request-151-3-1
methane and nitrous oxide release,greenhouse gas accumulation,request-151-3-2
greenhouse gas accumulation,climate change,request-151-3-3
cows,transportation and supply chains,request-151-4-0
transportation and supply chains,fossil fuel consumption,request-151-4-1
fossil fuel consumption,carbon dioxide emissions,request-151-4-2
carbon dioxide emissions,climate change,request-151-4-3
building country lanes,improved transportation network,request-152-0-0
improved transportation network,enhanced connectivity,request-152-0-1
enhanced connectivity,increased foot traffic,request-152-0-2
increased foot traffic,demand for public amenities,request-152-0-3
demand for public amenities,development of public space,request-152-0-4
building country lanes,facilitation of community events,request-152-1-0
facilitation of community events,strengthened community ties,request-152-1-1
strengthened community ties,investment in communal areas,request-152-1-2
investment in communal areas,creation of public space,request-152-1-3
building country lanes,economic growth in rural areas,request-152-2-0
economic growth in rural areas,increased funding for infrastructure,request-152-2-1
increased funding for infrastructure,allocation to public projects,request-152-2-2
allocation to public projects,establishment of public space,request-152-2-3
building country lanes,attraction of tourists,request-152-3-0
attraction of tourists,revenue generation,request-152-3-1
revenue generation,investment in local infrastructure,request-152-3-2
investment in local infrastructure,development of public space,request-152-3-3
building country lanes,enhanced accessibility for residents,request-152-4-0
enhanced accessibility for residents,greater need for shared areas,request-152-4-1
greater need for shared areas,planning of public spaces,request-152-4-2
planning of public spaces,implementation of public space,request-152-4-3
country lanes,poor drainage systems,request-153-0-0
poor drainage systems,water accumulation,request-153-0-1
water accumulation,flooding,request-153-0-2
country lanes,deforestation,request-153-1-0
deforestation,increased surface runoff,request-153-1-1
increased surface runoff,flooding,request-153-1-2
country lanes,inadequate maintenance,request-153-2-0
inadequate maintenance,blocked waterways,request-153-2-1
blocked waterways,flooding,request-153-2-2
country lanes,soil erosion,request-153-3-0
soil erosion,reduced land absorption,request-153-3-1
reduced land absorption,flooding,request-153-3-2
burning fossil fuels,emission of greenhouse gases,request-154-0-0
emission of greenhouse gases,increase in atmospheric greenhouse gas concentrations,request-154-0-1
increase in atmospheric greenhouse gas concentrations,enhanced greenhouse effect,request-154-0-2
enhanced greenhouse effect,rise in global temperatures,request-154-0-3
rise in global temperatures,global warming,request-154-0-4
burning fossil fuels,release of carbon dioxide,request-154-1-0
release of carbon dioxide,carbon dioxide accumulation in atmosphere,request-154-1-1
carbon dioxide accumulation in atmosphere,absorption of infrared radiation,request-154-1-2
absorption of infrared radiation,thermal energy retention,request-154-1-3
thermal energy retention,global warming,request-154-1-4
burning fossil fuels,release of methane,request-154-2-0
release of methane,methane’s high global warming potential,request-154-2-1
methane’s high global warming potential,enhanced greenhouse effect,request-154-2-2
enhanced greenhouse effect,global warming,request-154-2-3
burning fossil fuels,air pollution,request-154-3-0
air pollution,heat trapping,request-154-3-1
heat trapping,increase in global average temperature,request-154-3-2
increase in global average temperature,global warming,request-154-3-3
burning biomass releases carbon dioxide,carbon dioxide accumulates in the atmosphere,request-155-0-0
carbon dioxide accumulates in the atmosphere,enhanced greenhouse effect,request-155-0-1
enhanced greenhouse effect,global warming,request-155-0-2
burning biomass emits black carbon,black carbon absorbs solar radiation,request-155-1-0
black carbon absorbs solar radiation,atmospheric warming,request-155-1-1
atmospheric warming,global warming,request-155-1-2
burning biomass contributes to deforestation,reduced carbon sequestration by forests,request-155-2-0
reduced carbon sequestration by forests,increased atmospheric co₂,request-155-2-1
increased atmospheric co₂,global warming,request-155-2-2
burning biomass releases methane and other greenhouse gases,greenhouse gas concentrations increase,request-155-3-0
greenhouse gas concentrations increase,global warming,request-155-3-1
global warming,global warming,request-155-3-2
human activity,greenhouse gas emissions,request-156-0-0
greenhouse gas emissions,increased atmospheric concentration of greenhouse gases,request-156-0-1
increased atmospheric concentration of greenhouse gases,enhanced greenhouse effect,request-156-0-2
enhanced greenhouse effect,global warming,request-156-0-3
human activity,deforestation,request-156-1-0
deforestation,reduced carbon sequestration,request-156-1-1
reduced carbon sequestration,increased carbon dioxide levels,request-156-1-2
increased carbon dioxide levels,global warming,request-156-1-3
human activity,industrial processes,request-156-2-0
industrial processes,emission of pollutants,request-156-2-1
emission of pollutants,altered atmospheric composition,request-156-2-2
altered atmospheric composition,global warming,request-156-2-3
human activity,transportation emissions,request-156-3-0
transportation emissions,increased carbon dioxide,request-156-3-1
increased carbon dioxide,rising atmospheric co₂ concentration,request-156-3-2
rising atmospheric co₂ concentration,global warming,request-156-3-3
human activity,agricultural practices,request-156-4-0
agricultural practices,methane emissions,request-156-4-1
methane emissions,enhanced greenhouse effect,request-156-4-2
enhanced greenhouse effect,global warming,request-156-4-3
human activity,urbanization,request-156-5-0
urbanization,increased energy consumption,request-156-5-1
increased energy consumption,higher greenhouse gas emissions,request-156-5-2
higher greenhouse gas emissions,global warming,request-156-5-3
human activity,burning of fossil fuels,request-156-6-0
burning of fossil fuels,carbon dioxide emissions,request-156-6-1
carbon dioxide emissions,elevated atmospheric co₂ levels,request-156-6-2
elevated atmospheric co₂ levels,global warming,request-156-6-3
human activity,fossil fuel combustion,request-157-0-0
fossil fuel combustion,carbon dioxide emissions,request-157-0-1
carbon dioxide emissions,increased greenhouse gas concentration,request-157-0-2
increased greenhouse gas concentration,enhanced greenhouse effect,request-157-0-3
enhanced greenhouse effect,global warming,request-157-0-4
human activity,deforestation,request-157-1-0
deforestation,reduced carbon sequestration,request-157-1-1
reduced carbon sequestration,higher atmospheric co₂ levels,request-157-1-2
higher atmospheric co₂ levels,global warming,request-157-1-3
human activity,industrial processes,request-157-2-0
industrial processes,methane emissions,request-157-2-1
methane emissions,increased greenhouse gas levels,request-157-2-2
increased greenhouse gas levels,global warming,request-157-2-3
human activity,transportation emissions,request-157-3-0
transportation emissions,nitrogen oxides and co₂ release,request-157-3-1
nitrogen oxides and co₂ release,atmospheric heat retention,request-157-3-2
atmospheric heat retention,global warming,request-157-3-3
human activity,agricultural practices,request-157-4-0
agricultural practices,methane and nitrous oxide emissions,request-157-4-1
methane and nitrous oxide emissions,enhanced greenhouse effect,request-157-4-2
enhanced greenhouse effect,global warming,request-157-4-3
human activity,energy production from fossil fuels,request-157-5-0
energy production from fossil fuels,increased co₂ emissions,request-157-5-1
increased co₂ emissions,rising global temperatures,request-157-5-2
rising global temperatures,global warming,request-157-5-3
human activity,land use changes,request-157-6-0
land use changes,albedo reduction,request-157-6-1
albedo reduction,increased heat absorption,request-157-6-2
increased heat absorption,global warming,request-157-6-3
global warming,rising global temperatures,request-158-0-0
rising global temperatures,increased evaporation rates,request-158-0-1
increased evaporation rates,more intense and frequent storms,request-158-0-2
more intense and frequent storms,destruction of critical habitats,request-158-0-3
destruction of critical habitats,massive loss of biodiversity,request-158-0-4
massive loss of biodiversity,collapse of ecological systems,request-158-0-5
collapse of ecological systems,end of life on earth,request-158-0-6
global warming,melting polar ice caps,request-158-1-0
melting polar ice caps,rising sea levels,request-158-1-1
rising sea levels,submersion of coastal regions,request-158-1-2
submersion of coastal regions,displacement of human and animal populations,request-158-1-3
displacement of human and animal populations,breakdown of food supply chains,request-158-1-4
breakdown of food supply chains,starvation and ecosystem failure,request-158-1-5
starvation and ecosystem failure,end of life on earth,request-158-1-6
global warming,ocean warming,request-158-2-0
ocean warming,coral bleaching and reef destruction,request-158-2-1
coral bleaching and reef destruction,loss of marine life habitats,request-158-2-2
loss of marine life habitats,decline in fish populations,request-158-2-3
decline in fish populations,disruption of marine food webs,request-158-2-4
disruption of marine food webs,collapse of fisheries and ocean ecosystems,request-158-2-5
collapse of fisheries and ocean ecosystems,end of life on earth,request-158-2-6
global warming,increased carbon dioxide levels,request-158-3-0
increased carbon dioxide levels,ocean acidification,request-158-3-1
ocean acidification,shell-forming marine organisms decline,request-158-3-2
shell-forming marine organisms decline,reduction in marine biodiversity,request-158-3-3
reduction in marine biodiversity,disruption of global climate patterns,request-158-3-4
disruption of global climate patterns,unstable environmental conditions,request-158-3-5
unstable environmental conditions,end of life on earth,request-158-3-6
global warming,thawing permafrost,request-158-4-0
thawing permafrost,release of methane and other greenhouse gases,request-158-4-1
release of methane and other greenhouse gases,acceleration of global warming,request-158-4-2
acceleration of global warming,extreme weather events intensify,request-158-4-3
extreme weather events intensify,severe disruptions to ecosystems and human societies,request-158-4-4
severe disruptions to ecosystems and human societies,irreversible climate tipping points reached,request-158-4-5
irreversible climate tipping points reached,end of life on earth,request-158-4-6
fuel poverty,inadequate heating,request-159-0-0
inadequate heating,respiratory illnesses,request-159-0-1
respiratory illnesses,death,request-159-0-2
fuel poverty,increased stress,request-159-1-0
increased stress,cardiovascular disease,request-159-1-1
cardiovascular disease,death,request-159-1-2
fuel poverty,mental health issues,request-159-2-0
mental health issues,suicide,request-159-2-1
suicide,death,request-159-2-2
fuel poverty,poor indoor air quality,request-159-3-0
poor indoor air quality,respiratory failure,request-159-3-1
respiratory failure,death,request-159-3-2
fuel poverty,weakened immune system,request-159-4-0
weakened immune system,fatal infections,request-159-4-1
fatal infections,death,request-159-4-2
fuel poverty,cold-related hypothermia,request-159-5-0
cold-related hypothermia,death,request-159-5-1
fuel poverty,accidental injuries (unsafe heating),request-159-6-0
accidental injuries (unsafe heating),death,request-159-6-1
fuel poverty,housing instability,request-159-7-0
housing instability,lack of healthcare access,request-159-7-1
lack of healthcare access,death,request-159-7-2
climate change,increased global temperatures,request-160-0-0
increased global temperatures,melting polar ice caps,request-160-0-1
melting polar ice caps,rising sea levels,request-160-0-2
rising sea levels,coastal flooding,request-160-0-3
climate change,higher atmospheric temperatures,request-160-1-0
higher atmospheric temperatures,increased evaporation rates,request-160-1-1
increased evaporation rates,enhanced precipitation events,request-160-1-2
enhanced precipitation events,river flooding,request-160-1-3
climate change,altered weather patterns,request-160-2-0
altered weather patterns,more frequent and intense storms,request-160-2-1
more frequent and intense storms,storm surge amplification,request-160-2-2
storm surge amplification,flooding,request-160-2-3
climate change,reduced snowpack,request-160-3-0
reduced snowpack,earlier snowmelt,request-160-3-1
earlier snowmelt,river basin overflows,request-160-3-2
river basin overflows,flooding,request-160-3-3
climate change,increased ocean temperatures,request-160-4-0
increased ocean temperatures,stronger hurricanes,request-160-4-1
stronger hurricanes,higher rainfall rates during storms,request-160-4-2
higher rainfall rates during storms,flooding,request-160-4-3
climate change,rising temperatures,request-161-0-0
rising temperatures,increased evaporation,request-161-0-1
increased evaporation,reduced soil moisture,request-161-0-2
reduced soil moisture,droughts,request-161-0-3
climate change,altered precipitation patterns,request-161-1-0
altered precipitation patterns,decreased rainfall,request-161-1-1
decreased rainfall,droughts,request-161-1-2
climate change,disrupted atmospheric circulation,request-161-2-0
disrupted atmospheric circulation,suppressed rainfall,request-161-2-1
suppressed rainfall,droughts,request-161-2-2
climate change,increased frequency of extreme heat events,request-161-3-0
increased frequency of extreme heat events,soil moisture depletion,request-161-3-1
soil moisture depletion,droughts,request-161-3-2
climate change,changes in ocean currents,request-161-4-0
changes in ocean currents,altered weather systems,request-161-4-1
altered weather systems,droughts,request-161-4-2
climate change,increased atmospheric co₂ levels,request-161-5-0
increased atmospheric co₂ levels,plant stress and reduced growth,request-161-5-1
plant stress and reduced growth,droughts,request-161-5-2
rise in global temperatures,melting of polar ice caps,request-162-0-0
melting of polar ice caps,sea level rise,request-162-0-1
sea level rise,climate change,request-162-0-2
rise in global temperatures,changes in weather patterns,request-162-1-0
changes in weather patterns,altered precipitation cycles,request-162-1-1
altered precipitation cycles,climate change,request-162-1-2
rise in global temperatures,increased evaporation rates,request-162-2-0
increased evaporation rates,enhanced atmospheric moisture,request-162-2-1
enhanced atmospheric moisture,climate change,request-162-2-2
rise in global temperatures,ocean warming,request-162-3-0
ocean warming,ocean acidification,request-162-3-1
ocean acidification,climate change,request-162-3-2
rise in global temperatures,increased frequency of extreme weather events,request-162-4-0
increased frequency of extreme weather events,ecosystem disruption,request-162-4-1
ecosystem disruption,climate change,request-162-4-2
rise in global temperatures,permafrost thawing,request-162-5-0
permafrost thawing,release of methane emissions,request-162-5-1
release of methane emissions,climate change,request-162-5-2
rise in global temperatures,reduced ice cover,request-162-6-0
reduced ice cover,decreased albedo effect,request-162-6-1
decreased albedo effect,climate change,request-162-6-2
rise in global temperatures,heatwave intensification,request-162-7-0
heatwave intensification,agricultural stress,request-162-7-1
agricultural stress,climate change,request-162-7-2
rise in global temperatures,deforestation acceleration,request-162-8-0
deforestation acceleration,decreased carbon sequestration,request-162-8-1
decreased carbon sequestration,climate change,request-162-8-2
human activity,fossil fuel combustion,request-163-0-0
fossil fuel combustion,greenhouse gas emissions,request-163-0-1
greenhouse gas emissions,atmospheric co₂ increase,request-163-0-2
atmospheric co₂ increase,global warming,request-163-0-3
global warming,climate change,request-163-0-4
human activity,deforestation,request-163-1-0
deforestation,reduced carbon sequestration,request-163-1-1
reduced carbon sequestration,elevated co₂ levels,request-163-1-2
elevated co₂ levels,enhanced greenhouse effect,request-163-1-3
enhanced greenhouse effect,climate change,request-163-1-4
human activity,industrial processes,request-163-2-0
industrial processes,pollutant emissions,request-163-2-1
pollutant emissions,radiative forcing increase,request-163-2-2
radiative forcing increase,temperature rise,request-163-2-3
temperature rise,climate change,request-163-2-4
human activity,agricultural practices,request-163-3-0
agricultural practices,methane emissions,request-163-3-1
methane emissions,greenhouse gas accumulation,request-163-3-2
greenhouse gas accumulation,global temperature increase,request-163-3-3
global temperature increase,climate change,request-163-3-4
human activity,urbanization,request-163-4-0
urbanization,increased energy demand,request-163-4-1
increased energy demand,fossil fuel use,request-163-4-2
fossil fuel use,co₂ emissions,request-163-4-3
co₂ emissions,climate change,request-163-4-4
burning fossil fuels,emission of greenhouse gases,request-164-0-0
emission of greenhouse gases,increased greenhouse effect,request-164-0-1
increased greenhouse effect,global warming,request-164-0-2
burning fossil fuels,increased atmospheric co₂,request-164-1-0
increased atmospheric co₂,enhanced greenhouse effect,request-164-1-1
enhanced greenhouse effect,global warming,request-164-1-2
burning fossil fuels,release of methane,request-164-2-0
release of methane,accelerated global temperature rise,request-164-2-1
accelerated global temperature rise,global warming,request-164-2-2
burning fossil fuels,production of carbon dioxide,request-164-3-0
production of carbon dioxide,heat trapping in the atmosphere,request-164-3-1
heat trapping in the atmosphere,global warming,request-164-3-2
burning fossil fuels,increased energy consumption,request-164-4-0
increased energy consumption,higher greenhouse gas emissions,request-164-4-1
higher greenhouse gas emissions,global warming,request-164-4-2
burning biomass,release of carbon dioxide,request-165-0-0
release of carbon dioxide,increase in atmospheric co₂ concentration,request-165-0-1
increase in atmospheric co₂ concentration,enhanced greenhouse effect,request-165-0-2
enhanced greenhouse effect,global warming,request-165-0-3
burning biomass,emission of methane,request-165-1-0
emission of methane,rise in greenhouse gas levels,request-165-1-1
rise in greenhouse gas levels,global warming,request-165-1-2
burning biomass,release of black carbon,request-165-2-0
release of black carbon,atmospheric heating,request-165-2-1
atmospheric heating,global warming,request-165-2-2
burning biomass,release of nitrous oxide,request-165-3-0
release of nitrous oxide,increase in greenhouse gas concentration,request-165-3-1
increase in greenhouse gas concentration,global warming,request-165-3-2
burning biomass,reduction in carbon sequestration,request-165-4-0
reduction in carbon sequestration,higher atmospheric co₂ levels,request-165-4-1
higher atmospheric co₂ levels,global warming,request-165-4-2
burning biomass,emission of volatile organic compounds,request-165-5-0
emission of volatile organic compounds,formation of tropospheric ozone,request-165-5-1
formation of tropospheric ozone,global warming,request-165-5-2
heat from gas emissions absorbed by oceans,increased ocean temperature,request-166-0-0
increased ocean temperature,enhanced thermal stratification,request-166-0-1
enhanced thermal stratification,slowing of ocean vertical mixing,request-166-0-2
heat from gas emissions absorbed by oceans,altered density gradients,request-166-1-0
altered density gradients,reduced vertical currents,request-166-1-1
reduced vertical currents,slowing of ocean vertical mixing,request-166-1-2
heat from gas emissions absorbed by oceans,expansion of surface waters,request-166-2-0
expansion of surface waters,increased stratification,request-166-2-1
increased stratification,slowing of ocean vertical mixing,request-166-2-2
heat from gas emissions absorbed by oceans,changes in salinity levels,request-166-3-0
changes in salinity levels,stratification changes,request-166-3-1
stratification changes,slowing of ocean vertical mixing,request-166-3-2
heat from gas emissions absorbed by oceans,increased water temperature,request-167-0-0
increased water temperature,reduced oxygen solubility,request-167-0-1
reduced oxygen solubility,ocean deoxygenation,request-167-0-2
heat from gas emissions absorbed by oceans,ocean stratification,request-167-1-0
ocean stratification,decreased mixing of water layers,request-167-1-1
decreased mixing of water layers,lower oxygen levels,request-167-1-2
lower oxygen levels,ocean deoxygenation,request-167-1-3
heat from gas emissions absorbed by oceans,altered ocean circulation,request-167-2-0
altered ocean circulation,reduced oxygen transport,request-167-2-1
reduced oxygen transport,ocean deoxygenation,request-167-2-2
heat from gas emissions absorbed by oceans,increased metabolic rates of marine organisms,request-167-3-0
increased metabolic rates of marine organisms,higher oxygen consumption,request-167-3-1
higher oxygen consumption,ocean deoxygenation,request-167-3-2
heat from gas emissions absorbed by oceans,enhanced microbial activity,request-167-4-0
enhanced microbial activity,increased decomposition of organic matter,request-167-4-1
increased decomposition of organic matter,consumption of available oxygen,request-167-4-2
consumption of available oxygen,ocean deoxygenation,request-167-4-3
fossil fuel co2 emissions,increase in atmospheric co2 levels,request-168-0-0
increase in atmospheric co2 levels,increased co2 absorption by oceans,request-168-0-1
increased co2 absorption by oceans,formation of carbonic acid in seawater,request-168-0-2
formation of carbonic acid in seawater,decrease in ocean ph,request-168-0-3
decrease in ocean ph,ocean acidification,request-168-0-4
fossil fuel co2 emissions,release of co2 into atmosphere,request-168-1-0
release of co2 into atmosphere,enhanced greenhouse effect,request-168-1-1
enhanced greenhouse effect,global warming,request-168-1-2
global warming,changes in ocean temperature,request-168-1-3
changes in ocean temperature,altered carbonate chemistry,request-168-1-4
altered carbonate chemistry,ocean acidification,request-168-1-5
fossil fuel co2 emissions,higher atmospheric co2 concentration,request-168-2-0
higher atmospheric co2 concentration,greater dissolution of co2 in ocean water,request-168-2-1
greater dissolution of co2 in ocean water,increased bicarbonate formation,request-168-2-2
increased bicarbonate formation,reduced carbonate ion availability,request-168-2-3
reduced carbonate ion availability,ocean acidification,request-168-2-4
fossil fuel co2 emissions,elevated co2 levels,request-168-3-0
elevated co2 levels,increased oceanic co2 uptake,request-168-3-1
increased oceanic co2 uptake,enhanced formation of carbonic acid,request-168-3-2
enhanced formation of carbonic acid,lowering of seawater ph,request-168-3-3
lowering of seawater ph,ocean acidification,request-168-3-4
heat,increased ambient temperatures,request-169-0-0
increased ambient temperatures,heat exhaustion,request-169-0-1
heat exhaustion,heat stroke,request-169-0-2
heat stroke,hot weather deaths,request-169-0-3
heat,power grid strain,request-169-1-0
power grid strain,cooling system failures,request-169-1-1
cooling system failures,vulnerable populations exposed,request-169-1-2
vulnerable populations exposed,hot weather deaths,request-169-1-3
heat,dehydration,request-169-2-0
dehydration,electrolyte imbalance,request-169-2-1
electrolyte imbalance,organ failure,request-169-2-2
organ failure,hot weather deaths,request-169-2-3
heat,increased air pollution,request-169-3-0
increased air pollution,respiratory distress,request-169-3-1
respiratory distress,fatal health complications,request-169-3-2
fatal health complications,hot weather deaths,request-169-3-3
heat,strain on healthcare services,request-169-4-0
strain on healthcare services,delayed medical response,request-169-4-1
delayed medical response,inadequate treatment,request-169-4-2
inadequate treatment,hot weather deaths,request-169-4-3
lack of air conditioning,increased indoor temperatures,request-170-0-0
increased indoor temperatures,heat stress,request-170-0-1
heat stress,heatstroke,request-170-0-2
heatstroke,hot weather deaths,request-170-0-3
lack of air conditioning,overheating of living spaces,request-170-1-0
overheating of living spaces,cardiovascular strain,request-170-1-1
cardiovascular strain,fatal heart conditions,request-170-1-2
fatal heart conditions,hot weather deaths,request-170-1-3
lack of air conditioning,reduced ability to regulate body temperature,request-170-2-0
reduced ability to regulate body temperature,dehydration,request-170-2-1
dehydration,heat-related illnesses,request-170-2-2
heat-related illnesses,hot weather deaths,request-170-2-3
cold,hypothermia,request-171-0-0
hypothermia,cold weather deaths,request-171-0-1
cold,frostbite,request-171-1-0
frostbite,cold weather deaths,request-171-1-1
cold,increased energy expenditure,request-171-2-0
increased energy expenditure,exhaustion,request-171-2-1
exhaustion,cold weather deaths,request-171-2-2
cold,impaired judgment,request-171-3-0
impaired judgment,accidents,request-171-3-1
