cause,effect,custom_id
vibration pollution,ecosystem disturbance,request-122-39-1
ecosystem disturbance,reduced species diversity,request-122-39-2
reduced species diversity,ecosystem service loss,request-122-39-3
ecosystem service loss,climate change,request-122-39-4
human activity,electromagnetic pollution,request-122-40-0
electromagnetic pollution,disrupted animal migration,request-122-40-1
disrupted animal migration,ecosystem imbalance,request-122-40-2
ecosystem imbalance,reduced ecosystem resilience,request-122-40-3
reduced ecosystem resilience,climate change,request-122-40-4
human activity,thermal pollution,request-122-41-0
thermal pollution,water temperature increase,request-122-41-1
water temperature increase,aquatic life disruption,request-122-41-2
aquatic life disruption,reduced fisheries,request-122-41-3
reduced fisheries,economic impacts,request-122-41-4
economic impacts,climate change,request-122-41-5
human activity,radioactive pollution,request-122-42-0
radioactive pollution,environmental contamination,request-122-42-1
environmental contamination,longterm ecosystem damage,request-122-42-2
longterm ecosystem damage,increased greenhouse gas emissions,request-122-42-3
increased greenhouse gas emissions,climate change,request-122-42-4
human activity,chemical pollution,request-122-43-0
chemical pollution,soil and water contamination,request-122-43-1
soil and water contamination,reduced agricultural productivity,request-122-43-2
reduced agricultural productivity,increased synthetic fertilizer use,request-122-43-3
increased synthetic fertilizer use,climate change,request-122-43-4
human activity,plastic microbeads,request-122-44-0
plastic microbeads,water pollution,request-122-44-1
water pollution,harm to aquatic life,request-122-44-2
harm to aquatic life,reduced fish populations,request-122-44-3
reduced fish populations,increased co2 from fishery decline,request-122-44-4
increased co2 from fishery decline,climate change,request-122-44-5
human activity,nanoparticle pollution,request-122-45-0
nanoparticle pollution,unknown environmental impacts,request-122-45-1
unknown environmental impacts,potential ecosystem disruption,request-122-45-2
potential ecosystem disruption,unforeseen consequences on climate,request-122-45-3
unforeseen consequences on climate,climate change,request-122-45-4
human activity,genetic pollution,request-122-46-0
genetic pollution,loss of biodiversity,request-122-46-1
loss of biodiversity,decreased ecosystem resilience,request-122-46-2
decreased ecosystem resilience,reduced carbon sequestration,request-122-46-3
reduced carbon sequestration,climate change,request-122-46-4
human activity,visual pollution,request-122-47-0
visual pollution,decreased quality of life,request-122-47-1
decreased quality of life,increased consumerism,request-122-47-2
increased consumerism,resource overconsumption,request-122-47-3
resource overconsumption,climate change,request-122-47-4
human activity,waste generation,request-122-48-0
waste generation,landfill expansion,request-122-48-1
landfill expansion,methane emissions,request-122-48-2
methane emissions,greenhouse gas increase,request-122-48-3
greenhouse gas increase,climate change,request-122-48-4
human activity,water pollution,request-122-49-0
water pollution,ecosystem service degradation,request-122-49-1
ecosystem service degradation,reduced human wellbeing,request-122-49-2
reduced human wellbeing,increased resource extraction,request-122-49-3
increased resource extraction,climate change,request-122-49-4
human activity,air pollution,request-122-50-0
air pollution,health problems,request-122-50-1
health problems,increased healthcare energy use,request-122-50-2
increased healthcare energy use,higher emissions,request-122-50-3
higher emissions,climate change,request-122-50-4
human activity,noise from human activities,request-122-51-0
noise from human activities,stress on wildlife,request-122-51-1
stress on wildlife,reduced biodiversity,request-122-51-2
reduced biodiversity,ecosystem disruption,request-122-51-3
ecosystem disruption,climate change,request-122-51-4
human activity,introduction of invasive species through trade,request-122-52-0
introduction of invasive species through trade,native species decline,request-122-52-1
native species decline,ecosystem service loss,request-122-52-2
ecosystem service loss,climate regulation disruption,request-122-52-3
climate regulation disruption,climate change,request-122-52-4
human activity,overhunting,request-122-53-0
overhunting,species extinction,request-122-53-1
species extinction,ecosystem imbalance,request-122-53-2
ecosystem imbalance,reduced carbon sequestration,request-122-53-3
reduced carbon sequestration,climate change,request-122-53-4
human activity,overharvesting of resources,request-122-54-0
overharvesting of resources,depletion of natural resources,request-122-54-1
depletion of natural resources,increased industrial activity,request-122-54-2
increased industrial activity,higher emissions,request-122-54-3
higher emissions,climate change,request-122-54-4
human activity,urban sprawl,request-122-55-0
urban sprawl,habitat fragmentation,request-122-55-1
habitat fragmentation,biodiversity loss,request-122-55-2
biodiversity loss,decreased ecosystem resilience,request-122-55-3
decreased ecosystem resilience,climate change,request-122-55-4
human activity,increased meat consumption,request-122-56-0
increased meat consumption,livestock farming expansion,request-122-56-1
livestock farming expansion,methane emissions,request-122-56-2
methane emissions,greenhouse gas increase,request-122-56-3
greenhouse gas increase,climate change,request-122-56-4
human activity,food production,request-122-57-0
food production,water overuse,request-122-57-1
water overuse,groundwater depletion,request-122-57-2
groundwater depletion,land subsidence,request-122-57-3
land subsidence,infrastructure damage,request-122-57-4
infrastructure damage,climate change,request-122-57-5
human activity,clothing production,request-122-58-0
clothing production,textile industry emissions,request-122-58-1
textile industry emissions,air and water pollution,request-122-58-2
air and water pollution,negative health effects,request-122-58-3
negative health effects,increased energy demand,request-122-58-4
increased energy demand,climate change,request-122-58-5
human activity,paper production,request-122-59-0
paper production,deforestation,request-122-59-1
deforestation,loss of carbon sinks,request-122-59-2
loss of carbon sinks,increased atmospheric co2,request-122-59-3
increased atmospheric co2,climate change,request-122-59-4
human activity,pharmaceutical use,request-122-60-0
pharmaceutical use,water contamination,request-122-60-1
water contamination,ecosystem disruption,request-122-60-2
ecosystem disruption,reduced biodiversity,request-122-60-3
reduced biodiversity,climate change,request-122-60-4
human activity,illicit drug production,request-122-61-0
illicit drug production,forest clearance,request-122-61-1
forest clearance,habitat loss,request-122-61-2
habitat loss,biodiversity decline,request-122-61-3
biodiversity decline,climate change,request-122-61-4
human activity,wildlife trafficking,request-122-62-0
wildlife trafficking,ecosystem disruption,request-122-62-1
ecosystem disruption,reduced species diversity,request-122-62-2
reduced species diversity,decreased ecosystem resilience,request-122-62-3
decreased ecosystem resilience,climate change,request-122-62-4
human activity,pollution from shipping,request-122-63-0
pollution from shipping,ocean acidification,request-122-63-1
ocean acidification,coral reef destruction,request-122-63-2
coral reef destruction,loss of marine biodiversity,request-122-63-3
loss of marine biodiversity,climate change,request-122-63-4
human activity,coastal development,request-122-64-0
coastal development,mangrove forest destruction,request-122-64-1
mangrove forest destruction,reduced coastal protection,request-122-64-2
reduced coastal protection,increased vulnerability to storms,request-122-64-3
increased vulnerability to storms,climate change,request-122-64-4
human activity,increased use of fertilizers,request-122-65-0
increased use of fertilizers,water pollution,request-122-65-1
water pollution,dead zones,request-122-65-2
dead zones,reduced fish stocks,request-122-65-3
reduced fish stocks,increased co2 from fishery collapse,request-122-65-4
increased co2 from fishery collapse,climate change,request-122-65-5
human activity,pesticide overuse,request-122-66-0
pesticide overuse,pollinator decline,request-122-66-1
pollinator decline,reduced crop yields,request-122-66-2
reduced crop yields,increased synthetic fertilizer use,request-122-66-3
increased synthetic fertilizer use,climate change,request-122-66-4
human activity,urban heat islands,request-122-67-0
urban heat islands,increased energy demand for cooling,request-122-67-1
increased energy demand for cooling,higher power plant emissions,request-122-67-2
higher power plant emissions,climate change,request-122-67-3
human activity,aviation,request-122-68-0
aviation,contrail formation,request-122-68-1
contrail formation,atmospheric warming,request-122-68-2
atmospheric warming,climate change,request-122-68-3
human activity,shipping,request-122-69-0
shipping,sulfur emissions,request-122-69-1
sulfur emissions,atmospheric aerosols,request-122-69-2
atmospheric aerosols,climate cooling then warming,request-122-69-3
climate cooling then warming,climate change,request-122-69-4
human activity,agriculture,request-122-70-0
agriculture,livestock,request-122-70-1
livestock,methane emissions,request-122-70-2
methane emissions,greenhouse gas increase,request-122-70-3
greenhouse gas increase,climate change,request-122-70-4
human activity,deforestation for palm oil,request-122-71-0
deforestation for palm oil,habitat loss,request-122-71-1
habitat loss,orangutan endangerment,request-122-71-2
orangutan endangerment,ecosystem disruption,request-122-71-3
ecosystem disruption,climate change,request-122-71-4
human activity,fast food industry,request-122-72-0
fast food industry,increased meat demand,request-122-72-1
increased meat demand,factory farming,request-122-72-2
factory farming,methane emissions,request-122-72-3
methane emissions,climate change,request-122-72-4
human activity,singleuse culture,request-122-73-0
singleuse culture,increased waste,request-122-73-1
increased waste,landfill growth,request-122-73-2
landfill growth,methane emissions,request-122-73-3
methane emissions,climate change,request-122-73-4
human activity,consumer electronics,request-122-74-0
consumer electronics,ewaste generation,request-122-74-1
ewaste generation,toxic chemical release,request-122-74-2
toxic chemical release,environmental degradation,request-122-74-3
environmental degradation,climate change,request-122-74-4
human activity,social media,request-122-75-0
social media,increased consumerism,request-122-75-1
increased consumerism,overproduction,request-122-75-2
overproduction,resource depletion,request-122-75-3
resource depletion,climate change,request-122-75-4
human activity,cryptocurrency,request-122-76-0
cryptocurrency,energyintensive mining,request-122-76-1
energyintensive mining,increased emissions,request-122-76-2
increased emissions,climate change,request-122-76-3
human activity,nfts,request-122-77-0
nfts,high energy consumption,request-122-77-1
high energy consumption,increased carbon footprint,request-122-77-2
increased carbon footprint,climate change,request-122-77-3
human activity,blockchain technology,request-122-78-0
blockchain technology,energy demand,request-122-78-1
energy demand,fossil fuel power,request-122-78-2
fossil fuel power,greenhouse gas emissions,request-122-78-3
greenhouse gas emissions,climate change,request-122-78-4
human activity,virtual meetings,request-122-79-0
virtual meetings,reduced travel,request-122-79-1
reduced travel,lower emissions,request-122-79-2
lower emissions,climate change mitigation,request-122-79-3
climate change mitigation,climate change,request-122-79-4
human activity,remote work,request-122-80-0
remote work,decreased commuting,request-122-80-1
decreased commuting,reduced emissions,request-122-80-2
reduced emissions,climate change mitigation,request-122-80-3
climate change mitigation,climate change,request-122-80-4
human activity,online shopping,request-122-81-0
online shopping,increased packaging,request-122-81-1
increased packaging,plastic waste,request-122-81-2
plastic waste,ocean pollution,request-122-81-3
ocean pollution,climate change,request-122-81-4
human activity,digital payments,request-122-82-0
digital payments,reduced cash usage,request-122-82-1
reduced cash usage,increased energy for digital infrastructure,request-122-82-2
increased energy for digital infrastructure,climate change,request-122-82-3
human activity,elearning,request-122-83-0
elearning,reduced travel for education,request-122-83-1
reduced travel for education,lower emissions,request-122-83-2
lower emissions,climate change mitigation,request-122-83-3
climate change mitigation,climate change,request-122-83-4
human activity,telemedicine,request-122-84-0
telemedicine,reduced travel for healthcare,request-122-84-1
reduced travel for healthcare,lower emissions,request-122-84-2
lower emissions,climate change mitigation,request-122-84-3
climate change mitigation,climate change,request-122-84-4
human activity,social media influencers,request-122-85-0
social media influencers,promoting consumerism,request-122-85-1
promoting consumerism,increased consumption,request-122-85-2
increased consumption,resource depletion,request-122-85-3
resource depletion,climate change,request-122-85-4
human activity,online advertising,request-122-86-0
online advertising,increased consumer demand,request-122-86-1
increased consumer demand,overproduction,request-122-86-2
overproduction,waste generation,request-122-86-3
waste generation,climate change,request-122-86-4
human activity,cybersecurity measures,request-122-87-0
cybersecurity measures,increased energy consumption,request-122-87-1
increased energy consumption,higher emissions,request-122-87-2
higher emissions,climate change,request-122-87-3
human activity,data storage,request-122-88-0
data storage,energyintensive servers,request-122-88-1
energyintensive servers,increased power demand,request-122-88-2
increased power demand,climate change,request-122-88-3
human activity,artificial intelligence development,request-122-89-0
artificial intelligence development,high energy usage,request-122-89-1
high energy usage,increased carbon emissions,request-122-89-2
increased carbon emissions,climate change,request-122-89-3
human activity,virtual reality,request-122-90-0
virtual reality,energy consumption,request-122-90-1
energy consumption,fossil fuel power,request-122-90-2
fossil fuel power,greenhouse gas emissions,request-122-90-3
greenhouse gas emissions,climate change,request-122-90-4
human activity,3d printing,request-122-91-0
3d printing,material waste,request-122-91-1
material waste,increased resource extraction,request-122-91-2
increased resource extraction,environmental degradation,request-122-91-3
environmental degradation,climate change,request-122-91-4
human activity,nanotechnology,request-122-92-0
nanotechnology,unknown environmental impact,request-122-92-1
unknown environmental impact,potential ecosystem disruption,request-122-92-2
potential ecosystem disruption,climate change,request-122-92-3
human activity,biotechnology,request-122-93-0
biotechnology,genetically modified organisms,request-122-93-1
genetically modified organisms,unintended ecosystem consequences,request-122-93-2
unintended ecosystem consequences,climate change,request-122-93-3
human activity,geoengineering,request-122-94-0
geoengineering,largescale environmental modifications,request-122-94-1
largescale environmental modifications,unpredictable climate outcomes,request-122-94-2
unpredictable climate outcomes,climate change,request-122-94-3
human activity,space tourism,request-122-95-0
space tourism,increased rocket launches,request-122-95-1
increased rocket launches,atmospheric pollution,request-122-95-2
atmospheric pollution,climate change,request-122-95-3
human activity,asteroid mining,request-122-96-0
asteroid mining,space debris,request-122-96-1
space debris,increased risk of space collisions,request-122-96-2
increased risk of space collisions,potential for atmospheric damage,request-122-96-3
potential for atmospheric damage,climate change,request-122-96-4
human activity,mars colonization,request-122-97-0
mars colonization,resource extraction from mars,request-122-97-1
resource extraction from mars,potential for interplanetary contamination,request-122-97-2
potential for interplanetary contamination,unknown effects on earth's climate,request-122-97-3
unknown effects on earth's climate,climate change,request-122-97-4
human activity,solar panel production,request-122-98-0
solar panel production,resource extraction,request-122-98-1
resource extraction,environmental degradation,request-122-98-2
environmental degradation,climate change,request-122-98-3
human activity,wind turbine construction,request-122-99-0
wind turbine construction,land use,request-122-99-1
land use,habitat disruption,request-122-99-2
habitat disruption,biodiversity loss,request-122-99-3
biodiversity loss,climate change,request-122-99-4
human activity,hydroelectric dam building,request-122-100-0
hydroelectric dam building,river ecosystem disruption,request-122-100-1
river ecosystem disruption,methane emissions from reservoirs,request-122-100-2
methane emissions from reservoirs,climate change,request-122-100-3
human activity,geothermal energy extraction,request-122-101-0
geothermal energy extraction,land subsidence,request-122-101-1
land subsidence,infrastructure damage,request-122-101-2
infrastructure damage,increased energy demand for repair,request-122-101-3
increased energy demand for repair,climate change,request-122-101-4
human activity,biofuel production,request-122-102-0
biofuel production,land use change,request-122-102-1
land use change,food crop displacement,request-122-102-2
food crop displacement,increased greenhouse gas emissions,request-122-102-3
increased greenhouse gas emissions,climate change,request-122-102-4
human activity,nuclear energy,request-122-103-0
nuclear energy,radioactive waste,request-122-103-1
radioactive waste,environmental contamination,request-122-103-2
environmental contamination,ecosystem damage,request-122-103-3
ecosystem damage,climate change,request-122-103-4
human activity,carbon capture and storage,request-122-104-0
carbon capture and storage,energy intensive process,request-122-104-1
energy intensive process,increased emissions,request-122-104-2
increased emissions,climate change,request-122-104-3
human activity,climate engineering,request-122-105-0
climate engineering,unintended consequences,request-122-105-1
unintended consequences,disrupted natural climate systems,request-122-105-2
disrupted natural climate systems,climate change,request-122-105-3
human activity,ocean fertilization,request-122-106-0
ocean fertilization,algal blooms,request-122-106-1
algal blooms,dead zones,request-122-106-2
dead zones,reduced marine biodiversity,request-122-106-3
reduced marine biodiversity,climate change,request-122-106-4
human activity,weather modification,request-122-107-0
weather modification,altered precipitation patterns,request-122-107-1
altered precipitation patterns,ecosystem stress,request-122-107-2
ecosystem stress,climate change,request-122-107-3
human activity,solar radiation management,request-122-108-0
solar radiation management,reduced global warming,request-122-108-1
reduced global warming,potential for disrupted rainfall,request-122-108-2
potential for disrupted rainfall,climate change,request-122-108-3
human activity,afforestation/reforestation,request-122-109-0
afforestation/reforestation,increased carbon sequestration,request-122-109-1
increased carbon sequestration,climate change mitigation,request-122-109-2
climate change mitigation,climate change,request-122-109-3
human activity,sustainable practices,request-122-110-0
sustainable practices,reduced resource consumption,request-122-110-1
reduced resource consumption,lower emissions,request-122-110-2
lower emissions,climate change mitigation,request-122-110-3
climate change mitigation,climate change,request-122-110-4
human activity,renewable energy adoption,request-122-111-0
renewable energy adoption,decreased fossil fuel use,request-122-111-1
decreased fossil fuel use,reduced greenhouse gas emissions,request-122-111-2
reduced greenhouse gas emissions,climate,request-122-111-3
climate change,rising global temperatures,request-123-0-0
rising global temperatures,melting of polar ice caps,request-123-0-1
melting of polar ice caps,sealevel rise,request-123-0-2
sealevel rise,coastal habitat loss,request-123-0-3
coastal habitat loss,species at risk of extinction,request-123-0-4
climate change,increased frequency of extreme weather events,request-123-1-0
increased frequency of extreme weather events,habitat destruction,request-123-1-1
habitat destruction,loss of food sources,request-123-1-2
loss of food sources,species at risk of extinction,request-123-1-3
climate change,ocean acidification,request-123-2-0
ocean acidification,coral reef bleaching,request-123-2-1
coral reef bleaching,loss of marine biodiversity,request-123-2-2
loss of marine biodiversity,species at risk of extinction,request-123-2-3
climate change,disrupted ecosystem balance,request-123-3-0
disrupted ecosystem balance,shift in species migration patterns,request-123-3-1
shift in species migration patterns,increased competition for resources,request-123-3-2
increased competition for resources,species at risk of extinction,request-123-3-3
climate change,increased disease and parasite spread,request-123-4-0
increased disease and parasite spread,weakened immune systems in wildlife,request-123-4-1
weakened immune systems in wildlife,population decline,request-123-4-2
population decline,species at risk of extinction,request-123-4-3
climate change,changes in precipitation patterns,request-123-5-0
changes in precipitation patterns,droughts,request-123-5-1
droughts,water scarcity,request-123-5-2
water scarcity,ecosystem stress,request-123-5-3
ecosystem stress,species at risk of extinction,request-123-5-4
climate change,increased wildfire frequency and severity,request-123-6-0
increased wildfire frequency and severity,destruction of habitats,request-123-6-1
destruction of habitats,loss of shelter and food,request-123-6-2
loss of shelter and food,species at risk of extinction,request-123-6-3
climate change,thawing of permafrost,request-123-7-0
thawing of permafrost,release of methane,request-123-7-1
release of methane,accelerated warming,request-123-7-2
accelerated warming,exacerbated climate impacts,request-123-7-3
exacerbated climate impacts,species at risk of extinction,request-123-7-4
climate change,ocean warming,request-123-8-0
ocean warming,disruption of food chains,request-123-8-1
disruption of food chains,decline in predator populations,request-123-8-2
decline in predator populations,species at risk of extinction,request-123-8-3
climate change,increased humanwildlife conflict,request-123-9-0
increased humanwildlife conflict,habitat fragmentation,request-123-9-1
habitat fragmentation,reduced genetic diversity,request-123-9-2
reduced genetic diversity,species at risk of extinction,request-123-9-3
excess of co2,increased co2 absorption by plants,request-124-0-0
increased co2 absorption by plants,enhanced photosynthesis process,request-124-0-1
enhanced photosynthesis process,higher production of glucose and other organic compounds,request-124-0-2
higher production of glucose and other organic compounds,increased growth of plant cells,request-124-0-3
increased growth of plant cells,thickening of plants' leaves,request-124-0-4
excess of co2,increased co2 absorption by plants,request-124-1-0
increased co2 absorption by plants,enhanced photosynthesis process,request-124-1-1
enhanced photosynthesis process,greater availability of energy for plant development,request-124-1-2
greater availability of energy for plant development,enhanced cell division and expansion,request-124-1-3
enhanced cell division and expansion,thickening of plants' leaves,request-124-1-4
excess of co2,increased co2 absorption by plants,request-124-2-0
increased co2 absorption by plants,reduced stomatal conductance,request-124-2-1
reduced stomatal conductance,improved wateruse efficiency,request-124-2-2
improved wateruse efficiency,enhanced plant growth under waterlimited conditions,request-124-2-3
enhanced plant growth under waterlimited conditions,thickening of plants' leaves,request-124-2-4
excess of co2,increased co2 absorption by plants,request-124-3-0
increased co2 absorption by plants,decreased photorespiration rates,request-124-3-1
decreased photorespiration rates,increased net photosynthesis rates,request-124-3-2
increased net photosynthesis rates,greater biomass accumulation,request-124-3-3
greater biomass accumulation,thickening of plants' leaves,request-124-3-4
excess of co2,increased co2 absorption by plants,request-124-4-0
increased co2 absorption by plants,enhanced synthesis of structural carbohydrates,request-124-4-1
enhanced synthesis of structural carbohydrates,increased cell wall thickness,request-124-4-2
increased cell wall thickness,improved leaf rigidity and support,request-124-4-3
improved leaf rigidity and support,thickening of plants' leaves,request-124-4-4
excess of co2,increased co2 absorption by plants,request-124-5-0
increased co2 absorption by plants,stimulation of leaf expansion genes,request-124-5-1
stimulation of leaf expansion genes,activation of cell elongation processes,request-124-5-2
activation of cell elongation processes,increased leaf thickness,request-124-5-3
increased leaf thickness,thickening of plants' leaves,request-124-5-4
excess of co2,increased co2 absorption by plants,request-124-6-0
increased co2 absorption by plants,reduced oxidative stress,request-124-6-1
reduced oxidative stress,enhanced plant vigor and growth,request-124-6-2
enhanced plant vigor and growth,increased leaf biomass,request-124-6-3
increased leaf biomass,thickening of plants' leaves,request-124-6-4
excess of co2,increased co2 absorption by plants,request-124-7-0
increased co2 absorption by plants,altered hormone signaling,request-124-7-1
altered hormone signaling,modulation of leaf development pathways,request-124-7-2
modulation of leaf development pathways,enhanced leaf growth and thickening,request-124-7-3
enhanced leaf growth and thickening,thickening of plants' leaves,request-124-7-4
excess of co2,increased co2 absorption by plants,request-124-8-0
increased co2 absorption by plants,shift in carbon allocation patterns,request-124-8-1
shift in carbon allocation patterns,preferential investment in leaf tissue,request-124-8-2
preferential investment in leaf tissue,increased leaf thickness,request-124-8-3
increased leaf thickness,thickening of plants' leaves,request-124-8-4
excess of co2,increased co2 absorption by plants,request-124-9-0
increased co2 absorption by plants,enhanced nitrogenuse efficiency,request-124-9-1
enhanced nitrogenuse efficiency,optimized resource allocation for growth,request-124-9-2
optimized resource allocation for growth,increased leaf biomass and thickness,request-124-9-3
increased leaf biomass and thickness,thickening of plants' leaves,request-124-9-4
<thickening of plants' leaves,reduction of stomatal openings,request-125-0-0
reduction of stomatal openings,inhibition of carbon dioxide absorption,request-125-0-1
inhibition of carbon dioxide absorption,disruption of photosynthesis,request-125-0-2
disruption of photosynthesis,depletion of energy reserves,request-125-0-3
depletion of energy reserves,cellular respiration failure,request-125-0-4
cellular respiration failure,suffocation of the plants,request-125-0-5
thickening of plants' leaves,increased leaf weight,request-125-1-0
increased leaf weight,structural collapse of plant stems,request-125-1-1
structural collapse of plant stems,inadequate sunlight exposure,request-125-1-2
inadequate sunlight exposure,disruption of photosynthesis,request-125-1-3
disruption of photosynthesis,depletion of energy reserves,request-125-1-4
depletion of energy reserves,cellular respiration failure,request-125-1-5
cellular respiration failure,suffocation of the plants,request-125-1-6
thickening of plants' leaves,excessive moisture retention,request-125-2-0
excessive moisture retention,excessive transpiration rates,request-125-2-1
excessive transpiration rates,dehydration of plant tissues,request-125-2-2
dehydration of plant tissues,cellular dysfunction,request-125-2-3
cellular dysfunction,failure of metabolic processes,request-125-2-4
failure of metabolic processes,suffocation of the plants,request-125-2-5
thickening of plants' leaves,increased diffusion distance for co2,request-125-3-0
increased diffusion distance for co2,inhibition of gas exchange,request-125-3-1
inhibition of gas exchange,oxygen deficiency in cells,request-125-3-2
oxygen deficiency in cells,anaerobic respiration,request-125-3-3
anaerobic respiration,toxic byproduct accumulation,request-125-3-4
toxic byproduct accumulation,suffocation of the plants,request-125-3-5
thickening of plants' leaves,ethylene hormone overproduction,request-125-4-0
ethylene hormone overproduction,premature senescence of leaf tissues,request-125-4-1
premature senescence of leaf tissues,reduced photosynthetic capacity,request-125-4-2
reduced photosynthetic capacity,energy deficit,request-125-4-3
energy deficit,organ failure,request-125-4-4
organ failure,suffocation of the plants,request-125-4-5
co2 emissions,increased atmospheric co2 levels,request-126-0-0
increased atmospheric co2 levels,enhanced greenhouse effect,request-126-0-1
enhanced greenhouse effect,global warming,request-126-0-2
global warming,melting of polar ice caps,request-126-0-3
melting of polar ice caps,freshwater input into oceans,request-126-0-4
freshwater input into oceans,ocean stratification,request-126-0-5
ocean stratification,reduced ocean mixing,request-126-0-6
reduced ocean mixing,decreased carbonate ion concentration,request-126-0-7
decreased carbonate ion concentration,ocean acidification,request-126-0-8
co2 emissions,increased atmospheric co2 levels,request-126-1-0
increased atmospheric co2 levels,ocean absorption of co2,request-126-1-1
ocean absorption of co2,chemical reaction with seawater,request-126-1-2
chemical reaction with seawater,formation of carbonic acid,request-126-1-3
formation of carbonic acid,decreased ocean ph,request-126-1-4
decreased ocean ph,ocean acidification,request-126-1-5
co2 emissions,increased atmospheric co2 levels,request-126-2-0
increased atmospheric co2 levels,enhanced greenhouse effect,request-126-2-1
enhanced greenhouse effect,global warming,request-126-2-2
global warming,increased ocean temperatures,request-126-2-3
increased ocean temperatures,shift in phytoplankton communities,request-126-2-4
shift in phytoplankton communities,changes in ocean food web,request-126-2-5
changes in ocean food web,reduced calcification rates in marine organisms,request-126-2-6
reduced calcification rates in marine organisms,ocean acidification,request-126-2-7
co2 emissions,increased atmospheric co2 levels,request-126-3-0
increased atmospheric co2 levels,ocean absorption of co2,request-126-3-1
ocean absorption of co2,saturation state of carbonate minerals,request-126-3-2
saturation state of carbonate minerals,reduced availability of carbonate ions,request-126-3-3
reduced availability of carbonate ions,impaired shell and skeleton formation in marine life,request-126-3-4
impaired shell and skeleton formation in marine life,ocean acidification,request-126-3-5
co2 emissions,increased atmospheric co2 levels,request-126-4-0
increased atmospheric co2 levels,global warming,request-126-4-1
global warming,increased storm intensity,request-126-4-2
increased storm intensity,enhanced mixing of ocean layers,request-126-4-3
enhanced mixing of ocean layers,temporary reduction in surface ocean acidity,request-126-4-4
temporary reduction in surface ocean acidity,longterm increase in deep ocean acidity,request-126-4-5
longterm increase in deep ocean acidity,ocean acidification,request-126-4-6
increase in co2,rise in atmospheric co2 levels,request-127-0-0
rise in atmospheric co2 levels,enhanced greenhouse effect,request-127-0-1
enhanced greenhouse effect,global warming,request-127-0-2
global warming,melting of polar ice caps,request-127-0-3
melting of polar ice caps,freshwater input into oceans,request-127-0-4
freshwater input into oceans,disruption of ocean circulation patterns,request-127-0-5
disruption of ocean circulation patterns,reduced co2 absorption by oceans,request-127-0-6
reduced co2 absorption by oceans,increased co2 concentration in ocean surface waters,request-127-0-7
increased co2 concentration in ocean surface waters,ocean acidification,request-127-0-8
increase in co2,higher co2 emissions,request-127-1-0
higher co2 emissions,increased fossil fuel combustion,request-127-1-1
increased fossil fuel combustion,air pollution,request-127-1-2
air pollution,negative health effects on marine life,request-127-1-3
negative health effects on marine life,decline in marine biodiversity,request-127-1-4
decline in marine biodiversity,disruption of marine food chains,request-127-1-5
disruption of marine food chains,reduced ocean resilience,request-127-1-6
reduced ocean resilience,decreased ability to buffer ph changes,request-127-1-7
decreased ability to buffer ph changes,ocean acidification,request-127-1-8
increase in co2,elevated greenhouse gas concentrations,request-127-2-0
elevated greenhouse gas concentrations,climate change,request-127-2-1
climate change,more frequent and severe weather events,request-127-2-2
more frequent and severe weather events,increased runoff and erosion,request-127-2-3
increased runoff and erosion,excess nutrients in ocean,request-127-2-4
excess nutrients in ocean,eutrophication,request-127-2-5
eutrophication,dead zones formation,request-127-2-6
dead zones formation,loss of marine habitats,request-127-2-7
loss of marine habitats,reduced capacity for ocean to absorb co2,request-127-2-8
reduced capacity for ocean to absorb co2,ocean acidification,request-127-2-9
increase in co2,enhanced co2 dissolution in ocean surface waters,request-127-3-0
enhanced co2 dissolution in ocean surface waters,formation of carbonic acid,request-127-3-1
formation of carbonic acid,decrease in ocean ph levels,request-127-3-2
decrease in ocean ph levels,ocean acidification,request-127-3-3
increase in co2,increased atmospheric pressure,request-127-4-0
increased atmospheric pressure,greater co2 dissolution into oceans,request-127-4-1
greater co2 dissolution into oceans,shift in ocean chemistry,request-127-4-2
shift in ocean chemistry,reduction in carbonate ion concentration,request-127-4-3
reduction in carbonate ion concentration,impaired shell and skeleton formation in marine organisms,request-127-4-4
impaired shell and skeleton formation in marine organisms,loss of biodiversity,request-127-4-5
loss of biodiversity,disruption of ecosystem services,request-127-4-6
disruption of ecosystem services,ocean acidification,request-127-4-7
fossil fuels,extraction of fossil fuels,request-128-0-0
extraction of fossil fuels,release of carbon dioxide,request-128-0-1
release of carbon dioxide,increase in atmospheric co2,request-128-0-2
increase in atmospheric co2,enhanced greenhouse effect,request-128-0-3
enhanced greenhouse effect,global warming,request-128-0-4
global warming,climate change,request-128-0-5
climate change,disruption of ecosystems,request-128-0-6
disruption of ecosystems,depletion of ground carbon,request-128-0-7
fossil fuels,burning of fossil fuels for energy,request-128-1-0
burning of fossil fuels for energy,air pollution,request-128-1-1
air pollution,negative health effects,request-128-1-2
negative health effects,increased healthcare costs,request-128-1-3
increased healthcare costs,economic burden,request-128-1-4
economic burden,shift to unsustainable practices,request-128-1-5
shift to unsustainable practices,overexploitation of resources,request-128-1-6
overexploitation of resources,depletion of ground carbon,request-128-1-7
fossil fuels,dependence on nonrenewable energy,request-128-2-0
dependence on nonrenewable energy,lack of investment in renewable energy,request-128-2-1
lack of investment in renewable energy,continued use of fossil fuels,request-128-2-2
continued use of fossil fuels,increased extraction of fossil fuels,request-128-2-3
increased extraction of fossil fuels,habitat destruction,request-128-2-4
habitat destruction,loss of biodiversity,request-128-2-5
