cause,effect,custom_id
warmer air temperatures,abrupt temperature spikes,request-150-3-3
melting of glaciers,release of methane from thawing permafrost,request-150-4-0
release of methane from thawing permafrost,increased greenhouse gas concentration,request-150-4-1
increased greenhouse gas concentration,enhanced greenhouse effect,request-150-4-2
enhanced greenhouse effect,abrupt temperature spikes,request-150-4-3
cows produce methane through enteric fermentation,methane is a potent greenhouse gas,request-151-0-0
methane is a potent greenhouse gas,greenhouse gases trap heat in the atmosphere,request-151-0-1
greenhouse gases trap heat in the atmosphere,this trapping of heat,request-151-0-2
cows require large amounts of land for grazing and feed production,this,request-151-1-0
this,deforestation reduces the earth's capacity to absorb carbon dioxide,request-151-1-1
deforestation reduces the earth's capacity to absorb carbon dioxide,increased carbon dioxide in the atmosphere contributes to global warming and climate change,request-151-1-2
cows produce large amounts of manure,"manure management can lead to the release of nitrous oxide, another potent greenhouse gas",request-151-2-0
"manure management can lead to the release of nitrous oxide, another potent greenhouse gas",nitrous oxide contributes to the greenhouse effect,request-151-2-1
nitrous oxide contributes to the greenhouse effect,this contributes to global warming and climate change,request-151-2-2
cows require a lot of water for drinking and for growing their feed,this can lead to water scarcity and competition for water resources,request-151-3-0
this can lead to water scarcity and competition for water resources,water scarcity can lead to conflicts and environmental degradation,request-151-3-1
water scarcity can lead to conflicts and environmental degradation,environmental degradation can exacerbate the impacts of climate change,request-151-3-2
building country lanes,increases accessibility to rural areas,request-152-0-0
increases accessibility to rural areas,encourages tourism,request-152-0-1
encourages tourism,boosts local economy,request-152-0-2
boosts local economy,attracts investment,request-152-0-3
attracts investment,improves infrastructure,request-152-0-4
improves infrastructure,creates public spaces for recreation and leisure,request-152-0-5
creates public spaces for recreation and leisure,results in public space,request-152-0-6
building country lanes,promotes physical activities,request-152-1-0
promotes physical activities,encourages cycling and walking,request-152-1-1
encourages cycling and walking,reduces carbon emissions,request-152-1-2
reduces carbon emissions,contributes to environmental sustainability,request-152-1-3
contributes to environmental sustainability,attracts ecotourism,request-152-1-4
attracts ecotourism,enhances public spaces with green corridors,request-152-1-5
enhances public spaces with green corridors,results in public space,request-152-1-6
building country lanes,improves connectivity,request-152-2-0
improves connectivity,facilitates agricultural transportation,request-152-2-1
facilitates agricultural transportation,enhances farming efficiency,request-152-2-2
enhances farming efficiency,increases food production,request-152-2-3
increases food production,reduces hunger and poverty,request-152-2-4
reduces hunger and poverty,attracts development projects,request-152-2-5
attracts development projects,creates public spaces for community gathering,request-152-2-6
creates public spaces for community gathering,results in public space,request-152-2-7
country lanes,potholes,request-153-0-0
potholes,increased traffic,request-153-0-1
increased traffic,road deterioration,request-153-0-2
road deterioration,inadequate drainage,request-153-0-3
inadequate drainage,flooding,request-153-0-4
country lanes,heavy rain,request-153-1-0
heavy rain,blocked drains,request-153-1-1
blocked drains,inadequate drainage,request-153-1-2
inadequate drainage,flooding,request-153-1-3
country lanes,heavy rain,request-153-2-0
heavy rain,increased runoff,request-153-2-1
increased runoff,inadequate drainage,request-153-2-2
inadequate drainage,flooding,request-153-2-3
country lanes,narrow paths,request-153-3-0
narrow paths,poor visibility,request-153-3-1
poor visibility,lack of warning signs,request-153-3-2
lack of warning signs,driver confusion,request-153-3-3
driver confusion,road accidents,request-153-3-4
road accidents,road closure,request-153-3-5
road closure,increased traffic,request-153-3-6
increased traffic,road deterioration,request-153-3-7
road deterioration,inadequate drainage,request-153-3-8
inadequate drainage,flooding,request-153-3-9
country lanes,heavy rain,request-153-4-0
heavy rain,increased runoff,request-153-4-1
increased runoff,soil erosion,request-153-4-2
soil erosion,blocked culverts,request-153-4-3
blocked culverts,inadequate drainage,request-153-4-4
inadequate drainage,flooding,request-153-4-5
burning fossil fuels,releases carbon dioxide,request-154-0-0
releases carbon dioxide,increases atmospheric co2 concentration,request-154-0-1
increases atmospheric co2 concentration,enhances greenhouse effect,request-154-0-2
enhances greenhouse effect,traps more heat in the atmosphere,request-154-0-3
traps more heat in the atmosphere,raises global temperatures,request-154-0-4
raises global temperatures,leads to global warming,request-154-0-5
burning fossil fuels,releases carbon dioxide,request-154-1-0
releases carbon dioxide,increases atmospheric co2 concentration,request-154-1-1
increases atmospheric co2 concentration,ocean absorption of co2,request-154-1-2
ocean absorption of co2,reduces ocean ph,request-154-1-3
reduces ocean ph,causes ocean acidification,request-154-1-4
causes ocean acidification,impairs marine life and coral reefs,request-154-1-5
impairs marine life and coral reefs,disturbs marine ecosystems,request-154-1-6
disturbs marine ecosystems,disrupts global climate patterns,request-154-1-7
disrupts global climate patterns,contributes to global warming,request-154-1-8
burning fossil fuels,releases carbon dioxide,request-154-2-0
releases carbon dioxide,increases atmospheric co2 concentration,request-154-2-1
increases atmospheric co2 concentration,promotes plant growth,request-154-2-2
promotes plant growth,temporarily offsets global warming,request-154-2-3
temporarily offsets global warming,eventually overwhelmed by increasing temperatures,request-154-2-4
eventually overwhelmed by increasing temperatures,leads to global warming,request-154-2-5
burning fossil fuels,releases other pollutants,request-154-3-0
releases other pollutants,forms groundlevel ozone,request-154-3-1
forms groundlevel ozone,affects air quality,request-154-3-2
affects air quality,impairs human health,request-154-3-3
impairs human health,increases healthcare costs,request-154-3-4
increases healthcare costs,reduces productivity,request-154-3-5
reduces productivity,slows economic growth,request-154-3-6
slows economic growth,encourages dependence on fossil fuels,request-154-3-7
encourages dependence on fossil fuels,prolongs use of fossil fuels,request-154-3-8
prolongs use of fossil fuels,continues global warming,request-154-3-9
burning biomass releases carbon dioxide into the atmosphere,"carbon dioxide traps heat in the atmosphere, contributing to the greenhouse effect",request-155-0-0
"carbon dioxide traps heat in the atmosphere, contributing to the greenhouse effect",the greenhouse effect,request-155-0-1
burning biomass releases carbon dioxide into the atmosphere,"carbon dioxide increases the acidity of the oceans, leading to ocean acidification",request-155-1-0
"carbon dioxide increases the acidity of the oceans, leading to ocean acidification","ocean acidification affects marine ecosystems, disrupting food chains and causing species decline",request-155-1-1
"ocean acidification affects marine ecosystems, disrupting food chains and causing species decline","disruptions in marine ecosystems can lead to changes in ocean currents, which can influence global climate patterns",request-155-1-2
"disruptions in marine ecosystems can lead to changes in ocean currents, which can influence global climate patterns",changes in global climate patterns contribute to global warming,request-155-1-3
burning biomass releases carbon dioxide into the atmosphere,carbon dioxide increases the concentration of greenhouse gases in the atmosphere,request-155-2-0
carbon dioxide increases the concentration of greenhouse gases in the atmosphere,"an increase in greenhouse gases amplifies the natural greenhouse effect, leading to higher global temperatures",request-155-2-1
"an increase in greenhouse gases amplifies the natural greenhouse effect, leading to higher global temperatures",higher global temperatures cause polar ice to melt at an accelerated rate,request-155-2-2
higher global temperatures cause polar ice to melt at an accelerated rate,melting polar ice,request-155-2-3
burning biomass releases carbon dioxide into the atmosphere,carbon dioxide increases the concentration of greenhouse gases in the atmosphere,request-155-3-0
carbon dioxide increases the concentration of greenhouse gases in the atmosphere,"an increase in greenhouse gases contributes to the enhancement of the water cycle, leading to more frequent and intense precipitation events",request-155-3-1
"an increase in greenhouse gases contributes to the enhancement of the water cycle, leading to more frequent and intense precipitation events","changes in precipitation patterns can alter regional climates, causing some areas to become warmer and drier",request-155-3-2
"changes in precipitation patterns can alter regional climates, causing some areas to become warmer and drier","warmer and drier conditions can increase the risk of wildfires, which can release more carbon dioxide and contribute to global warming",request-155-3-3
human activity,emissions of greenhouse gases,request-156-0-0
emissions of greenhouse gases,increased absorption of infrared radiation,request-156-0-1
increased absorption of infrared radiation,rise in global temperature,request-156-0-2
rise in global temperature,global warming,request-156-0-3
human activity,deforestation,request-156-1-0
deforestation,reduced carbon absorption,request-156-1-1
reduced carbon absorption,increased carbon dioxide levels,request-156-1-2
increased carbon dioxide levels,enhanced greenhouse effect,request-156-1-3
enhanced greenhouse effect,global warming,request-156-1-4
human activity,industrial processes,request-156-2-0
industrial processes,release of heattrapping gases,request-156-2-1
release of heattrapping gases,strengthening of greenhouse effect,request-156-2-2
strengthening of greenhouse effect,accelerated global warming,request-156-2-3
human activity,fossil fuel burning,request-156-3-0
fossil fuel burning,increased carbon dioxide levels,request-156-3-1
increased carbon dioxide levels,enhanced greenhouse effect,request-156-3-2
enhanced greenhouse effect,global temperature rise,request-156-3-3
global temperature rise,global warming,request-156-3-4
human activity,agriculture,request-156-4-0
agriculture,methane and nitrous oxide emissions,request-156-4-1
methane and nitrous oxide emissions,increased greenhouse effect,request-156-4-2
increased greenhouse effect,global temperature increase,request-156-4-3
global temperature increase,global warming,request-156-4-4
human activity,emissions of greenhouse gases,request-157-0-0
emissions of greenhouse gases,increased absorption of infrared radiation,request-157-0-1
increased absorption of infrared radiation,rise in global temperature,request-157-0-2
rise in global temperature,global warming,request-157-0-3
human activity,deforestation,request-157-1-0
deforestation,reduced carbon absorption,request-157-1-1
reduced carbon absorption,increased carbon dioxide levels,request-157-1-2
increased carbon dioxide levels,enhanced greenhouse effect,request-157-1-3
enhanced greenhouse effect,global warming,request-157-1-4
human activity,industrial processes,request-157-2-0
industrial processes,release of heattrapping gases,request-157-2-1
release of heattrapping gases,strengthening of greenhouse effect,request-157-2-2
strengthening of greenhouse effect,accelerated global warming,request-157-2-3
human activity,fossil fuel burning,request-157-3-0
fossil fuel burning,increased carbon dioxide levels,request-157-3-1
increased carbon dioxide levels,enhanced greenhouse effect,request-157-3-2
enhanced greenhouse effect,global temperature rise,request-157-3-3
global temperature rise,global warming,request-157-3-4
human activity,agriculture,request-157-4-0
agriculture,methane and nitrous oxide emissions,request-157-4-1
methane and nitrous oxide emissions,increased greenhouse effect,request-157-4-2
increased greenhouse effect,global temperature increase,request-157-4-3
global temperature increase,global warming,request-157-4-4
global warming,causes,request-158-0-0
causes,arctic ice to melt,request-158-0-1
arctic ice to melt,which,request-158-0-2
which,rising sea levels,request-158-0-3
rising sea levels,that submerge coastal cities,request-158-0-4
that submerge coastal cities,forcing mass migration,request-158-0-5
forcing mass migration,and causing geopolitical instability,request-158-0-6
and causing geopolitical instability,resulting in,request-158-0-7
resulting in,end of life on earth,request-158-0-8
global warming,causes,request-158-1-0
causes,increased frequency of extreme weather events,request-158-1-1
increased frequency of extreme weather events,such as,request-158-1-2
such as,hurricanes and tornadoes,request-158-1-3
hurricanes and tornadoes,leading to,request-158-1-4
leading to,devastating crop failures,request-158-1-5
devastating crop failures,and causing,request-158-1-6
and causing,widespread famine,request-158-1-7
widespread famine,which results in,request-158-1-8
which results in,end of life on earth,request-158-1-9
global warming,causes,request-158-2-0
causes,ocean acidification,request-158-2-1
ocean acidification,making it difficult for marine life to survive,request-158-2-2
making it difficult for marine life to survive,leading to,request-158-2-3
leading to,collapse of ocean food chains,request-158-2-4
collapse of ocean food chains,and causing,request-158-2-5
and causing,mass extinction of marine species,request-158-2-6
mass extinction of marine species,which results in,request-158-2-7
which results in,end of life on earth,request-158-2-8
global warming,causes,request-158-3-0
causes,increased wildfires,request-158-3-1
increased wildfires,releasing,request-158-3-2
releasing,large amounts of carbon dioxide,request-158-3-3
large amounts of carbon dioxide,accelerating,request-158-3-4
accelerating,the greenhouse effect,request-158-3-5
the greenhouse effect,and leading to,request-158-3-6
and leading to,runaway global warming,request-158-3-7
runaway global warming,resulting in,request-158-3-8
resulting in,end of life on earth,request-158-3-9
global warming,causes,request-158-4-0
causes,polar vortex disruption,request-158-4-1
polar vortex disruption,leading to,request-158-4-2
leading to,unpredictable and extreme weather patterns,request-158-4-3
unpredictable and extreme weather patterns,such as,request-158-4-4
such as,recordbreaking heatwaves,request-158-4-5
recordbreaking heatwaves,causing,request-158-4-6
causing,massive human and animal casualties,request-158-4-7
massive human and animal casualties,which results in,request-158-4-8
which results in,end of life on earth,request-158-4-9
rise in global temperatures,melting of glaciers and polar ice,request-162-0-0
melting of glaciers and polar ice,sea level rise,request-162-0-1
sea level rise,increased frequency and intensity of coastal flooding,request-162-0-2
increased frequency and intensity of coastal flooding,climate change,request-162-0-3
rise in global temperatures,changes in precipitation patterns,request-162-1-0
changes in precipitation patterns,increased frequency and intensity of droughts,request-162-1-1
increased frequency and intensity of droughts,wildfires,request-162-1-2
wildfires,loss of biodiversity,request-162-1-3
loss of biodiversity,climate change,request-162-1-4
rise in global temperatures,changes in ocean currents,request-162-2-0
changes in ocean currents,alteration of marine ecosystems,request-162-2-1
alteration of marine ecosystems,decline in fish populations,request-162-2-2
decline in fish populations,disruption of marine food chains,request-162-2-3
disruption of marine food chains,climate change,request-162-2-4
rise in global temperatures,changes in atmospheric circulation,request-162-3-0
changes in atmospheric circulation,alteration of monsoon patterns,request-162-3-1
alteration of monsoon patterns,impacts on agriculture and food security,request-162-3-2
impacts on agriculture and food security,social unrest and migration,request-162-3-3
social unrest and migration,climate change,request-162-3-4
rise in global temperatures,increased evaporation and transpiration,request-162-4-0
increased evaporation and transpiration,changes in cloud cover,request-162-4-1
changes in cloud cover,alteration of solar radiation reaching earth's surface,request-162-4-2
alteration of solar radiation reaching earth's surface,feedback loop intensifying global warming,request-162-4-3
feedback loop intensifying global warming,climate change,request-162-4-4
burning fossil fuels,releases carbon dioxide,request-164-0-0
releases carbon dioxide,increases atmospheric co2 concentration,request-164-0-1
increases atmospheric co2 concentration,enhances greenhouse effect,request-164-0-2
enhances greenhouse effect,traps more heat in the atmosphere,request-164-0-3
traps more heat in the atmosphere,raises global temperatures,request-164-0-4
raises global temperatures,leads to global warming,request-164-0-5
burning fossil fuels,releases carbon dioxide,request-164-1-0
releases carbon dioxide,increases atmospheric co2 concentration,request-164-1-1
increases atmospheric co2 concentration,ocean absorption of co2,request-164-1-2
ocean absorption of co2,reduces ocean ph,request-164-1-3
reduces ocean ph,causes ocean acidification,request-164-1-4
causes ocean acidification,impairs marine life and coral reefs,request-164-1-5
impairs marine life and coral reefs,disturbs marine ecosystems,request-164-1-6
disturbs marine ecosystems,disrupts global climate patterns,request-164-1-7
disrupts global climate patterns,contributes to global warming,request-164-1-8
burning fossil fuels,releases carbon dioxide,request-164-2-0
releases carbon dioxide,increases atmospheric co2 concentration,request-164-2-1
increases atmospheric co2 concentration,promotes plant growth,request-164-2-2
promotes plant growth,temporarily offsets global warming,request-164-2-3
temporarily offsets global warming,eventually overwhelmed by increasing temperatures,request-164-2-4
eventually overwhelmed by increasing temperatures,leads to global warming,request-164-2-5
burning fossil fuels,releases other pollutants,request-164-3-0
releases other pollutants,forms groundlevel ozone,request-164-3-1
forms groundlevel ozone,affects air quality,request-164-3-2
affects air quality,impairs human health,request-164-3-3
impairs human health,increases healthcare costs,request-164-3-4
increases healthcare costs,reduces productivity,request-164-3-5
reduces productivity,slows economic growth,request-164-3-6
slows economic growth,encourages dependence on fossil fuels,request-164-3-7
encourages dependence on fossil fuels,prolongs use of fossil fuels,request-164-3-8
prolongs use of fossil fuels,continues global warming,request-164-3-9
burning biomass releases carbon dioxide into the atmosphere,"carbon dioxide traps heat in the atmosphere, contributing to the greenhouse effect",request-165-0-0
"carbon dioxide traps heat in the atmosphere, contributing to the greenhouse effect",the greenhouse effect,request-165-0-1
burning biomass releases carbon dioxide into the atmosphere,"carbon dioxide increases the acidity of the oceans, leading to ocean acidification",request-165-1-0
"carbon dioxide increases the acidity of the oceans, leading to ocean acidification","ocean acidification affects marine ecosystems, disrupting food chains and causing species decline",request-165-1-1
"ocean acidification affects marine ecosystems, disrupting food chains and causing species decline","disruptions in marine ecosystems can lead to changes in ocean currents, which can influence global climate patterns",request-165-1-2
"disruptions in marine ecosystems can lead to changes in ocean currents, which can influence global climate patterns",changes in global climate patterns contribute to global warming,request-165-1-3
burning biomass releases carbon dioxide into the atmosphere,carbon dioxide increases the concentration of greenhouse gases in the atmosphere,request-165-2-0
carbon dioxide increases the concentration of greenhouse gases in the atmosphere,"an increase in greenhouse gases amplifies the natural greenhouse effect, leading to higher global temperatures",request-165-2-1
"an increase in greenhouse gases amplifies the natural greenhouse effect, leading to higher global temperatures",higher global temperatures cause polar ice to melt at an accelerated rate,request-165-2-2
higher global temperatures cause polar ice to melt at an accelerated rate,melting polar ice,request-165-2-3
burning biomass releases carbon dioxide into the atmosphere,carbon dioxide increases the concentration of greenhouse gases in the atmosphere,request-165-3-0
carbon dioxide increases the concentration of greenhouse gases in the atmosphere,"an increase in greenhouse gases contributes to the enhancement of the water cycle, leading to more frequent and intense precipitation events",request-165-3-1
"an increase in greenhouse gases contributes to the enhancement of the water cycle, leading to more frequent and intense precipitation events","changes in precipitation patterns can alter regional climates, causing some areas to become warmer and drier",request-165-3-2
"changes in precipitation patterns can alter regional climates, causing some areas to become warmer and drier","warmer and drier conditions can increase the risk of wildfires, which can release more carbon dioxide and contribute to global warming",request-165-3-3
heat from gas emissions absorbed by oceans,increase in ocean temperatures,request-166-0-0
increase in ocean temperatures,expansion of ocean water due to thermal expansion,request-166-0-1
expansion of ocean water due to thermal expansion,decrease in ocean density,request-166-0-2
decrease in ocean density,reduction in the difference between the density of surface water and deep water,request-166-0-3
reduction in the difference between the density of surface water and deep water,slower convection currents,request-166-0-4
slower convection currents,slowing of ocean vertical mixing,request-166-0-5
heat from gas emissions absorbed by oceans,increase in ocean temperatures,request-166-1-0
increase in ocean temperatures,increased evaporation of ocean water,request-166-1-1
increased evaporation of ocean water,increase in atmospheric moisture,request-166-1-2
increase in atmospheric moisture,formation of more and larger storms,request-166-1-3
formation of more and larger storms,increased winddriven mixing of surface waters,request-166-1-4
increased winddriven mixing of surface waters,slowing of ocean vertical mixing due to increased surface turbulence,request-166-1-5
heat from gas emissions absorbed by oceans,increase in ocean temperatures,request-166-2-0
increase in ocean temperatures,melting of sea ice,request-166-2-1
melting of sea ice,reduction in ocean albedo,request-166-2-2
reduction in ocean albedo,increased absorption of solar radiation by the ocean,request-166-2-3
increased absorption of solar radiation by the ocean,further increase in ocean temperatures,request-166-2-4
further increase in ocean temperatures,expansion of ocean water due to thermal expansion,request-166-2-5
expansion of ocean water due to thermal expansion,decrease in ocean density,request-166-2-6
decrease in ocean density,reduction in the difference between the density of surface water and deep water,request-166-2-7
reduction in the difference between the density of surface water and deep water,slower convection currents,request-166-2-8
slower convection currents,slowing of ocean vertical mixing,request-166-2-9
heat from gas emissions absorbed by oceans,increased ocean temperatures,request-167-0-0
increased ocean temperatures,reduced solubility of oxygen in warmer water,request-167-0-1
reduced solubility of oxygen in warmer water,decreased oxygen concentration in surface waters,request-167-0-2
decreased oxygen concentration in surface waters,limited oxygen supply to deeper waters,request-167-0-3
limited oxygen supply to deeper waters,ocean deoxygenation,request-167-0-4
heat from gas emissions absorbed by oceans,increased ocean temperatures,request-167-1-0
increased ocean temperatures,accelerated ocean currents and mixing,request-167-1-1
accelerated ocean currents and mixing,upwelling of oxygendepleted deep water,request-167-1-2
upwelling of oxygendepleted deep water,reduced oxygen concentration in surface waters,request-167-1-3
reduced oxygen concentration in surface waters,ocean deoxygenation,request-167-1-4
heat from gas emissions absorbed by oceans,increased ocean temperatures,request-167-2-0
increased ocean temperatures,increased stratification of ocean layers,request-167-2-1
increased stratification of ocean layers,reduced vertical mixing of oxygenrich and oxygendepleted waters,request-167-2-2
reduced vertical mixing of oxygenrich and oxygendepleted waters,ocean deoxygenation,request-167-2-3
heat from gas emissions absorbed by oceans,increased ocean temperatures,request-167-3-0
increased ocean temperatures,altered precipitation patterns,request-167-3-1
altered precipitation patterns,increased river runoff and nutrient input,request-167-3-2
increased river runoff and nutrient input,eutrophication of coastal waters,request-167-3-3
eutrophication of coastal waters,increased biological productivity,request-167-3-4
increased biological productivity,enhanced oxygen consumption during decomposition,request-167-3-5
enhanced oxygen consumption during decomposition,ocean deoxygenation,request-167-3-6
fossil fuel co2 emissions,increase in atmospheric co2 concentration,request-168-0-0
increase in atmospheric co2 concentration,rise in global temperature,request-168-0-1
rise in global temperature,increased ocean water temperature,request-168-0-2
increased ocean water temperature,enhanced oceanic co2 uptake,request-168-0-3
enhanced oceanic co2 uptake,decrease in ocean ph levels,request-168-0-4
decrease in ocean ph levels,ocean acidification,request-168-0-5
fossil fuel co2 emissions,increase in atmospheric co2 concentration,request-168-1-0
increase in atmospheric co2 concentration,increased oceanic co2 uptake,request-168-1-1
increased oceanic co2 uptake,decrease in ocean ph levels,request-168-1-2
decrease in ocean ph levels,ocean acidification,request-168-1-3
fossil fuel co2 emissions,increase in atmospheric co2 concentration,request-168-2-0
increase in atmospheric co2 concentration,rise in global temperature,request-168-2-1
rise in global temperature,melting of polar ice caps,request-168-2-2
melting of polar ice caps,increased ocean water volume,request-168-2-3
increased ocean water volume,decrease in ocean ph levels,request-168-2-4
decrease in ocean ph levels,ocean acidification,request-168-2-5
heat,melts ice,request-169-0-0
melts ice,raises water levels,request-169-0-1
raises water levels,floods urban areas,request-169-0-2
floods urban areas,traps elderly and sick,request-169-0-3
traps elderly and sick,hot weather deaths,request-169-0-4
heat,increases temperature,request-169-1-0
increases temperature,causes heat waves,request-169-1-1
causes heat waves,strains power grid,request-169-1-2
strains power grid,leads to power outages,request-169-1-3
leads to power outages,causes heatrelated illnesses and deaths in affected areas,request-169-1-4
heat,dries out soil,request-169-2-0
dries out soil,increases wildfire risk,request-169-2-1
increases wildfire risk,causes wildfires,request-169-2-2
causes wildfires,produces smoke,request-169-2-3
produces smoke,contaminates air,request-169-2-4
contaminates air,leads to respiratory issues and deaths among vulnerable populations,request-169-2-5
heat,evaporates water,request-169-3-0
evaporates water,reduces water availability,request-169-3-1
reduces water availability,causes drought,request-169-3-2
causes drought,leads to food shortages,request-169-3-3
leads to food shortages,triggers migration,request-169-3-4
triggers migration,overburdens infrastructure,request-169-3-5
overburdens infrastructure,results in hot weather deaths among displaced populations,request-169-3-6
lack of air conditioning,high indoor temperatures,request-170-0-0
high indoor temperatures,dehydration and heat exhaustion,request-170-0-1
dehydration and heat exhaustion,heatstroke,request-170-0-2
heatstroke,hot weather deaths,request-170-0-3
lack of air conditioning,high indoor temperatures,request-170-1-0
high indoor temperatures,reduced productivity and concentration,request-170-1-1
reduced productivity and concentration,increased risk of accidents,request-170-1-2
increased risk of accidents,hot weather deaths,request-170-1-3
lack of air conditioning,high indoor temperatures,request-170-2-0
high indoor temperatures,discomfort and fatigue,request-170-2-1
discomfort and fatigue,increased irritability and aggressive behavior,request-170-2-2
increased irritability and aggressive behavior,violent crimes,request-170-2-3
violent crimes,hot weather deaths,request-170-2-4
lack of air conditioning,high indoor temperatures,request-170-3-0
high indoor temperatures,discomfort and fatigue,request-170-3-1
discomfort and fatigue,reduced physical activity,request-170-3-2
reduced physical activity,vitamin d deficiency and weakened immune system,request-170-3-3
vitamin d deficiency and weakened immune system,heatrelated illnesses,request-170-3-4
heatrelated illnesses,hot weather deaths,request-170-3-5
weakened immune system in the winter,increased susceptibility to infections,request-172-0-0
increased susceptibility to infections,caught the flu,request-172-0-1
caught the flu,developed pneumonia,request-172-0-2
developed pneumonia,severe pneumonia,request-172-0-3
severe pneumonia,respiratory failure,request-172-0-4
respiratory failure,death,request-172-0-5
weakened immune system in the winter,increased susceptibility to infections,request-172-1-0
increased susceptibility to infections,caught a virus,request-172-1-1
caught a virus,developed a severe cough,request-172-1-2
developed a severe cough,coughing fit,request-172-1-3
coughing fit,heart failure,request-172-1-4
heart failure,death,request-172-1-5
weakened immune system in the winter,increased susceptibility to infections,request-172-2-0
increased susceptibility to infections,caught a virus,request-172-2-1
caught a virus,developed a high fever,request-172-2-2
developed a high fever,feverinduced seizures,request-172-2-3
feverinduced seizures,accidental drowning during seizure,request-172-2-4
accidental drowning during seizure,death,request-172-2-5
weakened immune system in the winter,increased susceptibility to infections,request-172-3-0
increased susceptibility to infections,caught a virus,request-172-3-1
caught a virus,developed a severe infection,request-172-3-2
developed a severe infection,septic shock,request-172-3-3
septic shock,organ failure,request-172-3-4
organ failure,death,request-172-3-5
weakened immune system in the winter,increased susceptibility to infections,request-172-4-0
increased susceptibility to infections,caught a virus,request-172-4-1
caught a virus,developed a severe infection,request-172-4-2
developed a severe infection,spread of infection to the brain,request-172-4-3
spread of infection to the brain,meningitis,request-172-4-4
meningitis,brain swelling,request-172-4-5
brain swelling,death,request-172-4-6
cold,ice forms on roads,request-173-0-0
ice forms on roads,car slips,request-173-0-1
car slips,car accident,request-173-0-2
car accident,injuries,request-173-0-3
injuries,death,request-173-0-4
cold,pipes freeze,request-173-1-0
pipes freeze,pipe bursts,request-173-1-1
pipe bursts,flooding,request-173-1-2
flooding,electrocution,request-173-1-3
electrocution,death,request-173-1-4
cold,hypothermia,request-173-2-0
hypothermia,weakened immune system,request-173-2-1
weakened immune system,infection,request-173-2-2
infection,sepsis,request-173-2-3
sepsis,death,request-173-2-4
cold,shivering,request-173-3-0
shivering,exhaustion,request-173-3-1
exhaustion,dehydration,request-173-3-2
dehydration,heatstroke,request-173-3-3
heatstroke,death,request-173-3-4
cold,snowstorm,request-173-4-0
snowstorm,avalanche,request-173-4-1
avalanche,buried alive,request-173-4-2
buried alive,death,request-173-4-3
cold,power outage,request-173-5-0
power outage,no heating,request-173-5-1
no heating,hypothermia,request-173-5-2
hypothermia,death,request-173-5-3
cold,snowstorm,request-173-6-0
snowstorm,power outage,request-173-6-1
power outage,no access to medicine,request-173-6-2
no access to medicine,death,request-173-6-3
wholesale price of gas increases,gas retailers increase prices,request-174-0-0
gas retailers increase prices,consumers face higher gas bills,request-174-0-1
consumers face higher gas bills,households reduce spending on other goods and services,request-174-0-2
households reduce spending on other goods and services,demand for other goods and services decreases,request-174-0-3
demand for other goods and services decreases,prices of other goods and services increase,request-174-0-4
prices of other goods and services increase,crisis in the cost of living,request-174-0-5
wholesale price of gas increases,gas retailers increase prices,request-174-1-0
gas retailers increase prices,consumers face higher gas bills,request-174-1-1
consumers face higher gas bills,households reduce savings,request-174-1-2
households reduce savings,economic uncertainty increases,request-174-1-3
economic uncertainty increases,investment and consumption decrease,request-174-1-4
investment and consumption decrease,economic slowdown,request-174-1-5
economic slowdown,unemployment increases,request-174-1-6
unemployment increases,crisis in the cost of living,request-174-1-7
wholesale price of gas increases,gas retailers increase prices,request-174-2-0
gas retailers increase prices,consumers face higher gas bills,request-174-2-1
consumers face higher gas bills,households reduce spending on food,request-174-2-2
households reduce spending on food,food prices increase,request-174-2-3
food prices increase,food insecurity rises,request-174-2-4
food insecurity rises,crisis in the cost of living,request-174-2-5
human activity,> emission of co2,request-175-0-0
> emission of co2,> burning of fossil fuels,request-175-0-1
> burning of fossil fuels,> 50 billion tons of co2 per year,request-175-0-2
human activity,> industrial processes,request-175-1-0
> industrial processes,> production of goods and services,request-175-1-1
> production of goods and services,> emission of co2,request-175-1-2
> emission of co2,> 50 billion tons of co2 per year,request-175-1-3
human activity,> agriculture and land use,request-175-2-0
> agriculture and land use,> deforestation,request-175-2-1
> deforestation,> increased co2 levels,request-175-2-2
> increased co2 levels,> 50 billion tons of co2 per year,request-175-2-3
human activity,> transportation,request-175-3-0
> transportation,> increased vehicle usage,request-175-3-1
> increased vehicle usage,> emission of co2,request-175-3-2
> emission of co2,> 50 billion tons of co2 per year,request-175-3-3
human activity,> increased population,request-175-4-0
> increased population,> increased demand for resources,request-175-4-1
> increased demand for resources,> industrial activities,request-175-4-2
> industrial activities,> emission of co2,request-175-4-3
> emission of co2,> 50 billion tons of co2 per year,request-175-4-4
fires,smoke,request-176-0-0
smoke,smoke obscures sun,request-176-0-1
smoke obscures sun,reduced sunlight,request-176-0-2
reduced sunlight,reduced photosynthesis,request-176-0-3
reduced photosynthesis,weakened trees,request-176-0-4
weakened trees,deforestation,request-176-0-5
fires,heat,request-176-1-0
heat,heat dries soil,request-176-1-1
heat dries soil,dried soil,request-176-1-2
dried soil,reduced water retention,request-176-1-3
reduced water retention,decreased tree survival,request-176-1-4
decreased tree survival,deforestation,request-176-1-5
fires,destruction of undergrowth,request-176-2-0
destruction of undergrowth,exposed soil,request-176-2-1
exposed soil,soil erosion,request-176-2-2
soil erosion,loss of nutrients,request-176-2-3
