custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH,Does_cause_lead_to_effect_PASSIVE,Does_effect_lead_to_cause_SWITCH_PASSIVE
request-73-2-0,higher concentrations of co2,improve plant wateruse efficiency,yes,no,yes,yes
request-73-2-1,improve plant wateruse efficiency,enable vegetation expansion in waterlimited regions,yes,yes,yes,yes
request-73-2-2,enable vegetation expansion in waterlimited regions,result in surface greening,yes,yes,yes,yes
request-73-2-3,result in surface greening,enhance evapotranspiration,yes,yes,no,yes
request-73-2-4,enhance evapotranspiration,transfer heat via phase change of water,yes,yes,yes,yes
request-73-2-5,transfer heat via phase change of water,generate convective refrigeration,yes,no,no,no
request-73-3-0,higher concentrations of co2,stimulate woody plant encroachment,yes,yes,yes,yes
request-73-3-1,stimulate woody plant encroachment,increase surface roughness,yes,yes,yes,yes
request-73-3-2,increase surface roughness,alter turbulent fluxes,yes,yes,yes,no
request-73-3-3,alter turbulent fluxes,enhance convective heat dissipation,yes,yes,yes,yes
request-73-3-4,enhance convective heat dissipation,reduce surface temperatures,yes,no,yes,no
request-73-3-5,reduce surface temperatures,manifest as a refrigerant effect through modified energy partitioning,yes,yes,yes,yes
request-74-0-0,humans,increase in industrial activities,yes,no,yes,no
request-74-0-1,increase in industrial activities,higher fossil fuel combustion,yes,yes,yes,yes
request-74-0-2,higher fossil fuel combustion,rise in co₂ emissions,yes,no,yes,yes
request-74-0-3,rise in co₂ emissions,enhanced greenhouse effect,yes,no,yes,no
request-74-0-4,enhanced greenhouse effect,global temperature increase,yes,yes,yes,no
request-74-0-5,global temperature increase,climate change,yes,yes,yes,yes
request-74-1-0,humans,widespread deforestation,yes,no,yes,no
request-74-1-1,widespread deforestation,reduced carbon sequestration,yes,no,yes,no
request-74-1-2,reduced carbon sequestration,higher atmospheric co₂ levels,yes,yes,no,no
request-74-1-3,higher atmospheric co₂ levels,enhanced greenhouse effect,yes,no,yes,yes
request-74-1-4,enhanced greenhouse effect,global temperature increase,yes,yes,yes,no
request-74-1-5,global temperature increase,climate change,yes,yes,yes,yes
request-74-2-0,humans,expansion of agriculture,yes,no,yes,no
request-74-2-1,expansion of agriculture,increase in methane emissions from livestock,yes,no,yes,yes
request-74-2-2,increase in methane emissions from livestock,enhanced greenhouse effect,yes,no,yes,no
request-74-2-3,enhanced greenhouse effect,global temperature increase,yes,yes,yes,no
request-74-2-4,global temperature increase,climate change,yes,yes,yes,yes
request-74-3-0,humans,release of chlorofluorocarbons,yes,no,yes,no
request-74-3-1,release of chlorofluorocarbons,increased atmospheric heat retention,yes,no,yes,no
request-74-3-2,increased atmospheric heat retention,enhanced greenhouse effect,yes,yes,no,yes
request-74-3-3,enhanced greenhouse effect,global temperature increase,yes,yes,yes,no
request-74-3-4,global temperature increase,climate change,yes,yes,yes,yes
request-74-4-0,humans,urbanization growth,yes,no,yes,no
request-74-4-1,urbanization growth,increased energy consumption,yes,yes,yes,no
request-74-4-2,increased energy consumption,higher fossil fuel use,yes,no,yes,yes
request-74-4-3,higher fossil fuel use,rise in co₂ emissions,yes,no,yes,no
request-74-4-4,rise in co₂ emissions,enhanced greenhouse effect,yes,yes,yes,no
request-74-4-5,enhanced greenhouse effect,global temperature increase,yes,yes,yes,no
request-74-4-6,global temperature increase,climate change,yes,yes,yes,yes
request-74-5-0,humans,global population growth,yes,no,yes,no
request-74-5-1,global population growth,increased resource demand,yes,no,yes,no
request-74-5-2,increased resource demand,higher greenhouse gas emissions,yes,yes,yes,no
request-74-5-3,higher greenhouse gas emissions,enhanced greenhouse effect,yes,no,yes,no
request-74-5-4,enhanced greenhouse effect,global temperature increase,yes,yes,yes,no
request-74-5-5,global temperature increase,climate change,yes,yes,no,yes
request-74-6-0,humans,improper waste disposal,yes,no,yes,no
request-74-6-1,improper waste disposal,methane emissions from landfills,yes,no,yes,no
request-74-6-2,methane emissions from landfills,enhanced greenhouse effect,yes,no,yes,no
request-74-6-3,enhanced greenhouse effect,global temperature increase,yes,yes,yes,no
request-74-6-4,global temperature increase,climate change,yes,yes,no,yes
request-74-7-0,humans,production of cement,yes,no,yes,no
request-74-7-1,production of cement,co₂ release from calcination process,yes,yes,yes,yes
request-74-7-2,co₂ release from calcination process,rise in atmospheric co₂,yes,no,no,no
request-74-7-3,rise in atmospheric co₂,enhanced greenhouse effect,yes,no,yes,no
request-74-7-4,enhanced greenhouse effect,global temperature increase,yes,yes,yes,no
request-74-7-5,global temperature increase,climate change,yes,yes,yes,yes
request-74-8-0,humans,use of synthetic fertilizers,yes,no,yes,no
request-74-8-1,use of synthetic fertilizers,nitrous oxide emissions,yes,no,yes,yes
request-74-8-2,nitrous oxide emissions,enhanced greenhouse effect,yes,yes,yes,no
request-74-8-3,enhanced greenhouse effect,global temperature increase,yes,yes,yes,no
request-74-8-4,global temperature increase,climate change,yes,yes,yes,yes
request-75-0-0,humans' greenhouse gas contributions,increase in atmospheric carbon dioxide,yes,yes,yes,yes
request-75-0-1,increase in atmospheric carbon dioxide,enhanced greenhouse effect,yes,yes,yes,no
request-75-0-2,enhanced greenhouse effect,increase of heat retention on earth,yes,yes,yes,yes
request-75-1-0,humans' greenhouse gas contributions,increase in atmospheric methane,yes,yes,yes,yes
request-75-1-1,increase in atmospheric methane,enhanced greenhouse effect,yes,yes,yes,no
request-75-1-2,enhanced greenhouse effect,increase of heat retention on earth,yes,yes,yes,no
request-75-2-0,humans' greenhouse gas contributions,deforestation,no,yes,yes,yes
request-75-2-1,deforestation,reduced carbon sequestration,yes,no,yes,no
request-75-2-2,reduced carbon sequestration,increase in atmospheric carbon dioxide,yes,yes,yes,no
request-75-2-3,increase in atmospheric carbon dioxide,enhanced greenhouse effect,yes,no,yes,no
request-75-2-4,enhanced greenhouse effect,increase of heat retention on earth,yes,yes,yes,no
request-75-3-0,humans' greenhouse gas contributions,fossil fuel combustion,no,yes,yes,yes
request-75-3-1,fossil fuel combustion,release of carbon dioxide,yes,no,yes,no
request-75-3-2,release of carbon dioxide,enhanced greenhouse effect,yes,yes,yes,no
request-75-3-3,enhanced greenhouse effect,increase of heat retention on earth,yes,yes,yes,yes
request-75-4-0,humans' greenhouse gas contributions,agricultural methane emissions,yes,yes,yes,yes
request-75-4-1,agricultural methane emissions,increase in atmospheric methane,yes,no,yes,no
request-75-4-2,increase in atmospheric methane,enhanced greenhouse effect,yes,yes,yes,no
request-75-4-3,enhanced greenhouse effect,increase of heat retention on earth,yes,yes,yes,yes
request-75-5-0,humans' greenhouse gas contributions,industrial fluorinated gas emissions,yes,yes,yes,yes
request-75-5-1,industrial fluorinated gas emissions,accumulation of fluorinated gases,yes,yes,yes,no
request-75-5-2,accumulation of fluorinated gases,enhanced greenhouse effect,yes,no,yes,no
request-75-5-3,enhanced greenhouse effect,increase of heat retention on earth,yes,yes,yes,yes
request-75-6-0,humans' greenhouse gas contributions,initial atmospheric warming,yes,no,yes,no
request-75-6-1,initial atmospheric warming,increased water vapor concentration,yes,yes,yes,no
request-75-6-2,increased water vapor concentration,amplified greenhouse effect,yes,yes,no,yes
request-75-6-3,amplified greenhouse effect,increase of heat retention on earth,yes,yes,yes,yes
request-75-7-0,humans' greenhouse gas contributions,permafrost thawing,yes,yes,yes,no
request-75-7-1,permafrost thawing,release of stored methane,yes,yes,yes,no
request-75-7-2,release of stored methane,enhanced greenhouse effect,yes,yes,yes,yes
request-75-7-3,enhanced greenhouse effect,increase of heat retention on earth,yes,yes,yes,yes
request-75-8-0,humans' greenhouse gas contributions,nitrogenbased fertilizer use,no,yes,yes,yes
request-75-8-1,nitrogenbased fertilizer use,increase in atmospheric nitrous oxide,yes,no,yes,yes
request-75-8-2,increase in atmospheric nitrous oxide,enhanced greenhouse effect,yes,no,yes,no
request-75-8-3,enhanced greenhouse effect,increase of heat retention on earth,yes,yes,yes,yes
request-75-9-0,humans' greenhouse gas contributions,urbanizationrelated emissions,yes,yes,yes,yes
request-75-9-1,urbanizationrelated emissions,localized heat amplification,yes,yes,yes,no
request-75-9-2,localized heat amplification,regional temperature rise,yes,yes,yes,no
request-75-9-3,regional temperature rise,increased energy retention in earth's system,yes,yes,no,yes
request-76-0-0,individual carbon footprint reduction,decreased greenhouse gas emissions,yes,yes,yes,yes
request-76-0-1,decreased greenhouse gas emissions,slowed global warming,yes,no,no,no
request-76-0-2,slowed global warming,help for climate change,no,yes,no,no
request-76-1-0,individual carbon footprint reduction,increased community engagement,no,yes,no,yes
request-76-1-1,increased community engagement,implementation of renewable energy policies,yes,yes,yes,yes
request-76-1-2,implementation of renewable energy policies,largescale emission reductions,yes,yes,yes,no
request-76-1-3,largescale emission reductions,help for climate change,yes,yes,yes,yes
request-76-2-0,individual carbon footprint reduction,sustainable consumption patterns,yes,yes,no,yes
request-76-2-1,sustainable consumption patterns,corporate sustainability initiatives,no,no,no,no
request-76-2-2,corporate sustainability initiatives,reduced industrial emissions,yes,no,yes,no
request-76-2-3,reduced industrial emissions,help for climate change,yes,yes,yes,yes
request-76-3-0,individual carbon footprint reduction,resource conservation,yes,yes,yes,yes
request-76-3-1,resource conservation,biodiversity preservation,yes,yes,no,yes
request-76-3-2,biodiversity preservation,enhanced ecosystem carbon sequestration,yes,yes,yes,yes
request-76-3-3,enhanced ecosystem carbon sequestration,help for climate change,yes,yes,yes,yes
request-76-4-0,individual carbon footprint reduction,investment in green technologies,yes,yes,no,yes
request-76-4-1,investment in green technologies,accelerated clean energy innovation,yes,yes,yes,yes
request-76-4-2,accelerated clean energy innovation,global emission reductions,yes,yes,yes,no
request-76-4-3,global emission reductions,help for climate change,yes,yes,yes,yes
request-76-5-0,individual carbon footprint reduction,reduced air pollution,yes,yes,yes,no
request-76-5-1,reduced air pollution,improved public health,yes,no,yes,no
request-76-5-2,improved public health,strengthened climate resilience,yes,yes,yes,yes
request-76-5-3,strengthened climate resilience,help for climate change,yes,yes,yes,yes
request-76-6-0,individual carbon footprint reduction,behavioral norms shift,yes,yes,no,yes
request-76-6-1,behavioral norms shift,market demand for sustainability,yes,yes,yes,yes
request-76-6-2,market demand for sustainability,economic decarbonization,yes,yes,no,no
request-76-6-3,economic decarbonization,help for climate change,yes,yes,yes,yes
request-76-7-0,individual carbon footprint reduction,raised climate awareness,yes,yes,no,yes
request-76-7-1,raised climate awareness,policy advocacy,yes,yes,yes,yes
request-76-7-2,policy advocacy,enforced climate regulations,yes,no,yes,no
request-76-7-3,enforced climate regulations,help for climate change,yes,no,no,no
request-77-0-0,china's international trade,increased manufacturing activity,yes,yes,yes,yes
request-77-0-1,increased manufacturing activity,higher energy demand,yes,yes,yes,yes
request-77-0-2,higher energy demand,fossil fuel combustion,yes,no,yes,yes
request-77-0-3,fossil fuel combustion,co2 emissions,yes,no,yes,no
request-77-0-4,co2 emissions,13% of total emissions,no,no,no,no
request-77-1-0,china's international trade,growth in exportoriented industries,yes,yes,yes,yes
request-77-1-1,growth in exportoriented industries,expanded industrial production,yes,yes,yes,yes
request-77-1-2,expanded industrial production,coalfired power generation,yes,yes,yes,yes
request-77-1-3,coalfired power generation,greenhouse gas emissions,yes,no,yes,no
request-77-1-4,greenhouse gas emissions,13% of total emissions,no,no,no,no
request-77-2-0,china's international trade,heightened transportation requirements,yes,no,yes,no
request-77-2-1,heightened transportation requirements,increased maritime shipping,yes,yes,yes,yes
request-77-2-2,increased maritime shipping,bunker fuel consumption,yes,no,yes,no
request-77-2-3,bunker fuel consumption,co2 emissions,yes,no,yes,no
request-77-2-4,co2 emissions,13% of total emissions,no,no,no,no
request-77-3-0,china's international trade,integration into global supply chains,yes,yes,yes,yes
request-77-3-1,integration into global supply chains,production of goods for foreign markets,yes,yes,yes,yes
request-77-3-2,production of goods for foreign markets,energyintensive manufacturing processes,yes,yes,yes,no
request-77-3-3,energyintensive manufacturing processes,fossil fuel use,yes,yes,yes,yes
request-77-3-4,fossil fuel use,emissions contributing to 13% of total,no,no,no,no
request-77-4-0,china's international trade,economic growth,yes,yes,yes,yes
request-77-4-1,economic growth,rising energy consumption,yes,no,yes,no
request-77-4-2,rising energy consumption,fossil fuel reliance,yes,no,yes,yes
request-77-4-3,fossil fuel reliance,emissions accumulation,yes,yes,yes,no
request-77-4-4,emissions accumulation,13% of total emissions,no,no,no,no
request-77-5-0,china's international trade,foreign direct investment,yes,yes,yes,no
request-77-5-1,foreign direct investment,industrial expansion,yes,yes,yes,yes
request-77-5-2,industrial expansion,coal dependency,yes,no,yes,no
request-77-5-3,coal dependency,carbon emissions,yes,no,yes,no
request-77-5-4,carbon emissions,13% of global emissions,no,no,no,no
request-77-6-0,china's international trade,exportdriven resource extraction,yes,yes,yes,no
request-77-6-1,exportdriven resource extraction,steel and cement production,yes,yes,yes,yes
request-77-6-2,steel and cement production,highemission industrial processes,yes,yes,yes,yes
request-77-6-3,highemission industrial processes,co2 output,yes,yes,yes,yes
request-77-6-4,co2 output,13% of total emissions,no,no,no,no
request-78-0-0,co2 increase,enhanced greenhouse effect,yes,no,yes,yes
request-78-0-1,enhanced greenhouse effect,global temperature rise,yes,yes,yes,no
request-78-0-2,global temperature rise,runaway global warming,no,yes,no,no
request-78-1-0,co2 increase,enhanced greenhouse effect,yes,no,yes,yes
request-78-1-1,enhanced greenhouse effect,global temperature rise,yes,yes,yes,no
request-78-1-2,global temperature rise,atmospheric water vapor increase,yes,yes,yes,no
request-78-1-3,atmospheric water vapor increase,amplified greenhouse effect,yes,yes,no,yes
request-78-1-4,amplified greenhouse effect,runaway global warming,no,yes,yes,no
request-78-2-0,co2 increase,enhanced greenhouse effect,yes,no,yes,yes
request-78-2-1,enhanced greenhouse effect,global temperature rise,yes,yes,yes,no
request-78-2-2,global temperature rise,arctic ice melt,yes,no,yes,no
request-78-2-3,arctic ice melt,albedo reduction,yes,yes,yes,yes
request-78-2-4,albedo reduction,increased solar absorption,yes,yes,yes,no
request-78-2-5,increased solar absorption,accelerated warming,yes,yes,no,yes
request-78-2-6,accelerated warming,runaway global warming,no,yes,no,no
request-78-3-0,co2 increase,enhanced greenhouse effect,yes,no,yes,yes
request-78-3-1,enhanced greenhouse effect,global temperature rise,yes,yes,yes,no
request-78-3-2,global temperature rise,permafrost thaw,yes,yes,yes,yes
request-78-3-3,permafrost thaw,methane release,yes,yes,yes,no
request-78-3-4,methane release,intensified greenhouse effect,yes,yes,yes,yes
request-78-3-5,intensified greenhouse effect,runaway global warming,no,yes,yes,no
request-78-4-0,co2 increase,enhanced greenhouse effect,yes,no,yes,yes
request-78-4-1,enhanced greenhouse effect,ocean warming,yes,yes,yes,no
request-78-4-2,ocean warming,ocean stratification,yes,yes,yes,no
request-78-4-3,ocean stratification,reduced co2 absorption,yes,yes,yes,no
request-78-4-4,reduced co2 absorption,atmospheric co2 increase,yes,yes,no,yes
request-78-4-5,atmospheric co2 increase,enhanced greenhouse effect,yes,no,yes,no
request-78-4-6,enhanced greenhouse effect,runaway global warming,no,yes,yes,no
request-78-5-0,co2 increase,enhanced greenhouse effect,yes,no,yes,yes
request-78-5-1,enhanced greenhouse effect,global temperature rise,yes,yes,yes,no
request-78-5-2,global temperature rise,drought conditions,yes,yes,yes,no
request-78-5-3,drought conditions,forest dieoff,yes,yes,yes,no
request-78-5-4,forest dieoff,reduced carbon sequestration,yes,no,yes,no
request-78-5-5,reduced carbon sequestration,atmospheric co2 accumulation,yes,yes,no,yes
request-78-5-6,atmospheric co2 accumulation,amplified greenhouse effect,yes,no,yes,no
request-78-5-7,amplified greenhouse effect,runaway global warming,no,yes,yes,no
request-78-6-0,co2 increase,ocean acidification,yes,no,yes,no
request-78-6-1,ocean acidification,phytoplankton decline,yes,no,yes,no
request-78-6-2,phytoplankton decline,reduced oceanic carbon uptake,yes,no,yes,no
request-78-6-3,reduced oceanic carbon uptake,atmospheric co2 increase,yes,yes,no,yes
request-78-6-4,atmospheric co2 increase,enhanced greenhouse effect,yes,no,yes,no
request-78-6-5,enhanced greenhouse effect,runaway global warming,no,yes,yes,no
request-79-0-0,global warming,higher temperatures,yes,no,yes,no
request-79-0-1,higher temperatures,droughts,yes,yes,yes,no
request-79-0-2,droughts,reduced crop yields,yes,no,yes,no
request-79-0-3,reduced crop yields,food shortages,yes,no,yes,no
request-79-1-0,global warming,extreme weather events,yes,no,yes,no
request-79-1-1,extreme weather events,crop destruction,yes,no,yes,no
request-79-1-2,crop destruction,food shortages,yes,no,yes,no
request-79-2-0,global warming,rising sea levels,yes,no,yes,no
request-79-2-1,rising sea levels,soil salinization,yes,no,yes,no
request-79-2-2,soil salinization,reduced agricultural land,yes,yes,yes,no
request-79-2-3,reduced agricultural land,food shortages,yes,no,no,no
request-79-3-0,global warming,pest proliferation,yes,no,yes,no
request-79-3-1,pest proliferation,crop damage,yes,yes,yes,yes
request-79-3-2,crop damage,food shortages,yes,no,yes,no
request-79-4-0,global warming,altered precipitation patterns,yes,no,yes,no
request-79-4-1,altered precipitation patterns,crop failure,yes,no,yes,no
request-79-4-2,crop failure,food shortages,yes,no,yes,no
request-79-5-0,global warming,ocean acidification,yes,no,no,no
request-79-5-1,ocean acidification,fisheries collapse,yes,no,no,no
request-79-5-2,fisheries collapse,reduced food supply,yes,yes,yes,yes
request-79-5-3,reduced food supply,food shortages,yes,no,no,no
request-79-6-0,global warming,pollinator decline,yes,no,yes,no
request-79-6-1,pollinator decline,decreased pollination,yes,no,yes,no
request-79-6-2,decreased pollination,lower crop yields,yes,no,yes,no
request-79-6-3,lower crop yields,food shortages,yes,no,no,no
request-79-7-0,global warming,soil degradation,yes,yes,yes,no
request-79-7-1,soil degradation,reduced soil fertility,yes,yes,yes,yes
request-79-7-2,reduced soil fertility,lower agricultural productivity,yes,no,yes,yes
request-79-7-3,lower agricultural productivity,food shortages,yes,no,no,no
request-79-8-0,global warming,increased agricultural costs,yes,no,yes,no
request-79-8-1,increased agricultural costs,reduced farming output,yes,yes,yes,yes
request-79-8-2,reduced farming output,food shortages,yes,no,no,yes
request-79-9-0,global warming,supply chain disruptions,yes,no,yes,no
request-79-9-1,supply chain disruptions,food distribution issues,yes,yes,yes,yes
request-79-9-2,food distribution issues,food shortages,yes,yes,yes,no
request-80-0-0,_minor fluctuations in ambient temperature_,_altered regional precipitation patterns_,yes,yes,no,no
request-80-0-1,_altered regional precipitation patterns_,_prolonged drought conditions_,yes,yes,yes,no
request-80-0-2,_prolonged drought conditions_,_widespread crop failures_,yes,no,yes,no
request-80-0-3,_widespread crop failures_,_food shortages_,yes,no,yes,no
request-80-0-4,_food shortages_,_economic collapse_,yes,yes,no,yes
request-80-0-5,_economic collapse_,_forced migration of billions_,no,no,no,no
request-80-1-0,_minor fluctuations in ambient temperature_,_disrupted ocean current systems_,no,yes,no,no
request-80-1-1,_disrupted ocean current systems_,_marine ecosystem collapse_,yes,no,yes,no
request-80-1-2,_marine ecosystem collapse_,_global fisheries collapse_,yes,yes,yes,yes
request-80-1-3,_global fisheries collapse_,_coastal economic crises_,yes,no,no,no
request-80-1-4,_coastal economic crises_,_resource scarcity conflicts_,yes,yes,no,no
request-80-1-5,_resource scarcity conflicts_,_forced migration of billions_,yes,yes,no,no
request-80-2-0,_minor fluctuations in ambient temperature_,_expanded disease vector habitats_,yes,no,no,no
request-80-2-1,_expanded disease vector habitats_,_increased disease transmission rates_,yes,no,yes,no
request-80-2-2,_increased disease transmission rates_,_public health crises_,yes,yes,yes,yes
request-80-2-3,_public health crises_,_healthcare system collapse_,yes,yes,yes,no
request-80-2-4,_healthcare system collapse_,_forced migration of billions_,no,yes,no,no
request-80-3-0,_minor fluctuations in ambient temperature_,_accelerated permafrost thaw_,yes,no,no,no
request-80-3-1,_accelerated permafrost thaw_,_methane release amplification_,yes,yes,yes,no
request-80-3-2,_methane release amplification_,_rapid global warming_,yes,yes,yes,yes
request-80-3-3,_rapid global warming_,_extreme weather events_,yes,no,yes,no
request-80-3-4,_extreme weather events_,_infrastructure destruction_,yes,no,yes,no
request-80-3-5,_infrastructure destruction_,_forced migration of billions_,no,yes,no,no
request-80-4-0,_minor fluctuations in ambient temperature_,_increased wildfire frequency_,no,no,no,no
request-80-4-1,_increased wildfire frequency_,_habitat destruction_,yes,yes,yes,yes
request-80-4-2,_habitat destruction_,_loss of habitable zones_,yes,yes,yes,no
request-80-4-3,_loss of habitable zones_,_forced migration of billions_,yes,no,yes,no
request-80-5-0,_minor fluctuations in ambient temperature_,_gradual ice sheet melting_,yes,yes,no,no
request-80-5-1,_gradual ice sheet melting_,_sealevel rise_,yes,no,yes,no
request-80-5-2,_sealevel rise_,_coastal flooding_,yes,no,yes,no
request-80-5-3,_coastal flooding_,_saltwater intrusion_,yes,no,yes,no
request-80-5-4,_saltwater intrusion_,_agricultural land loss_,yes,no,yes,no
request-80-5-5,_agricultural land loss_,_forced migration of billions_,no,yes,no,no
request-80-6-0,_minor fluctuations in ambient temperature_,_shifts in growing seasons_,yes,no,yes,no
request-80-6-1,_shifts in growing seasons_,_agricultural yield instability_,yes,yes,yes,no
request-80-6-2,_agricultural yield instability_,_food price inflation_,yes,no,yes,no
request-80-6-3,_food price inflation_,_sociopolitical instability_,yes,yes,yes,yes
request-80-6-4,_sociopolitical instability_,_governance failure_,yes,yes,yes,yes
request-80-6-5,_governance failure_,_forced migration of billions_,yes,yes,yes,no
request-80-7-0,_minor fluctuations in ambient temperature_,_freshwater scarcity_,no,no,no,no
request-80-7-1,_freshwater scarcity_,_hydropower shortages_,yes,no,yes,no
request-80-7-2,_hydropower shortages_,_energy grid failures_,yes,yes,yes,no
request-80-7-3,_energy grid failures_,_industrial collapse_,yes,yes,no,no
request-80-7-4,_industrial collapse_,_economic destabilization_,yes,yes,yes,no
request-80-7-5,_economic destabilization_,_forced migration of billions_,no,yes,no,no
request-80-8-0,_minor fluctuations in ambient temperature_,_pollinator population decline_,no,no,no,no
request-80-8-1,_pollinator population decline_,_reduced crop pollination_,yes,no,yes,no
request-80-8-2,_reduced crop pollination_,_agricultural productivity loss_,yes,no,yes,no
request-80-8-3,_agricultural productivity loss_,_food supply chain breakdown_,yes,yes,yes,yes
request-80-8-4,_food supply chain breakdown_,_forced migration of billions_,no,yes,no,no
request-80-9-0,_minor fluctuations in ambient temperature_,_pest species proliferation_,yes,no,no,no
request-80-9-1,_pest species proliferation_,_widespread crop damage_,yes,no,yes,no
request-80-9-2,_widespread crop damage_,_food reserve depletion_,yes,no,yes,no
request-80-9-3,_food reserve depletion_,_humanitarian crises_,yes,yes,no,yes
request-80-9-4,_humanitarian crises_,_forced migration of billions_,no,yes,yes,no
request-81-0-0,the impacts of mining,environmental degradation,yes,yes,yes,yes
request-81-0-1,environmental degradation,water pollution,yes,yes,yes,yes
request-81-0-2,water pollution,contaminated water sources,yes,yes,yes,no
request-81-0-3,contaminated water sources,reduced water quality,yes,yes,yes,no
request-81-0-4,reduced water quality,unreliable water supplies,yes,yes,no,no
request-81-0-5,unreliable water supplies,water scarcity,yes,yes,yes,no
request-81-0-6,water scarcity,jeopardized access to water for affected communities,yes,yes,yes,yes
request-81-1-0,the impacts of mining,infrastructure damage,yes,yes,yes,yes
request-81-1-1,infrastructure damage,disrupted water distribution systems,yes,yes,yes,yes
request-81-1-2,disrupted water distribution systems,limited water access,yes,yes,yes,yes
request-81-1-3,limited water access,jeopardized access to water for affected communities,yes,yes,yes,yes
request-81-2-0,the impacts of mining,corporate political influence,yes,yes,no,yes
request-81-2-1,corporate political influence,water rights privatization,yes,yes,yes,no
request-81-2-2,water rights privatization,restricted community access,yes,no,yes,no
request-81-2-3,restricted community access,jeopardized access to water for affected communities,yes,yes,yes,yes
request-81-3-0,the impacts of mining,economic inequality,yes,no,yes,no
request-81-3-1,economic inequality,unaffordable water services,yes,yes,yes,no
request-81-3-2,unaffordable water services,limited access to water,yes,yes,yes,no
request-81-3-3,limited access to water,jeopardized access to water for affected communities,yes,yes,yes,yes
request-81-4-0,the impacts of mining,ecosystem disruption,yes,yes,yes,yes
request-81-4-1,ecosystem disruption,disrupted water cycles,yes,yes,yes,yes
request-81-4-2,disrupted water cycles,irregular water supply,yes,yes,yes,no
request-81-4-3,irregular water supply,water scarcity,yes,yes,yes,no
request-81-4-4,water scarcity,jeopardized access to water for affected communities,yes,yes,yes,yes
request-81-5-0,the impacts of mining,community displacement,yes,yes,yes,yes
request-81-5-1,community displacement,loss of traditional water sources,yes,yes,yes,yes
request-81-5-2,loss of traditional water sources,jeopardized access to water for affected communities,yes,yes,yes,yes
request-81-6-0,the impacts of mining,resource extraction,yes,yes,yes,yes
request-81-6-1,resource extraction,depleted aquifers,yes,no,yes,no
request-81-6-2,depleted aquifers,reduced groundwater levels,yes,yes,yes,no
request-81-6-3,reduced groundwater levels,water scarcity,yes,yes,yes,yes
request-81-6-4,water scarcity,jeopardized access to water for affected communities,yes,yes,yes,yes
request-82-0-0,approximately 22 million litres of water,pumping of lithiumrich brine from underground reservoirs,yes,no,no,yes
request-82-0-1,pumping of lithiumrich brine from underground reservoirs,evaporation of brine in shallow ponds under sunlight,yes,yes,yes,no
request-82-0-2,evaporation of brine in shallow ponds under sunlight,concentration of lithium through prolonged solar evaporation,yes,yes,yes,no
request-82-0-3,concentration of lithium through prolonged solar evaporation,chemical treatment of concentrated brine with lime and soda ash,no,yes,no,no
request-82-0-4,chemical treatment of concentrated brine with lime and soda ash,precipitation of lithium carbonate through reaction with sodium carbonate,yes,no,yes,yes
request-82-0-5,precipitation of lithium carbonate through reaction with sodium carbonate,filtration and purification of lithium compounds,yes,yes,yes,no
request-82-0-6,filtration and purification of lithium compounds,production of a ton of extracted lithium,no,yes,yes,yes
request-82-1-0,approximately 22 million litres of water,extraction of brine via deep wells,yes,no,no,no
request-82-1-1,extraction of brine via deep wells,transportation of brine to processing facilities,yes,no,yes,no
request-82-1-2,transportation of brine to processing facilities,preconcentration through multistage evaporation,yes,yes,no,yes
request-82-1-3,preconcentration through multistage evaporation,solvent extraction using waterbased chemical solutions,no,no,no,no
request-82-1-4,solvent extraction using waterbased chemical solutions,ion exchange to isolate lithium ions,yes,no,no,yes
request-82-1-5,ion exchange to isolate lithium ions,crystallization of lithium salts,no,no,no,no
request-82-1-6,crystallization of lithium salts,drying and milling into a ton of lithium product,yes,yes,yes,no
request-82-2-0,approximately 22 million litres of water,hydraulic fracturing to enhance brine flow,no,no,no,no
request-82-2-1,hydraulic fracturing to enhance brine flow,collection of brine in settling ponds,yes,no,no,no
request-82-2-2,collection of brine in settling ponds,natural evaporation over months or years,yes,yes,no,yes
request-82-2-3,natural evaporation over months or years,mechanical separation of lithiumrich residues,yes,no,no,no
request-82-2-4,mechanical separation of lithiumrich residues,leaching with water to dissolve lithium compounds,no,no,no,no
request-82-2-5,leaching with water to dissolve lithium compounds,electrolysis to extract pure lithium,no,no,no,no
request-82-2-6,electrolysis to extract pure lithium,compounding into a ton of lithium metal or salts,no,no,no,no
request-83-0-0,lithium extraction,high water consumption,yes,yes,yes,yes
request-83-0-1,high water consumption,depletion of local aquifers,yes,no,yes,yes
request-83-0-2,depletion of local aquifers,reduced water access for communities,yes,yes,yes,no
request-83-0-3,reduced water access for communities,protests and conflicts,yes,yes,yes,yes
request-83-1-0,lithium extraction,brine contamination,yes,no,yes,no
request-83-1-1,brine contamination,groundwater pollution,yes,yes,yes,yes
request-83-1-2,groundwater pollution,loss of potable water,yes,no,yes,no
request-83-1-3,loss of potable water,health crises,yes,yes,yes,no
request-83-1-4,health crises,waterrelated conflicts,yes,yes,no,yes
request-83-2-0,lithium extraction,economic prioritization of mining,yes,yes,yes,yes
request-83-2-1,economic prioritization of mining,government neglect of community rights,yes,yes,yes,yes
request-83-2-2,government neglect of community rights,legal disputes over water allocation,yes,yes,yes,no
request-83-2-3,legal disputes over water allocation,social unrest,yes,yes,yes,no
request-83-2-4,social unrest,escalating conflicts,yes,yes,yes,yes
